Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HC,AC,HY,AY,HST,AST
31/01/2026,Hamburg,Bayern Munich,2,2,D,3.0,9.0,6.0,4.0,4.0,7.0
31/01/2026,Hoffenheim,Union Berlin,3,1,H,3.0,10.0,2.0,2.0,4.0,3.0
31/01/2026,RB Leipzig,Mainz,1,2,A,5.0,4.0,0.0,4.0,4.0,4.0
31/01/2026,Werder Bremen,M'gladbach,1,1,D,7.0,3.0,0.0,1.0,6.0,2.0
01/02/2026,Dortmund,Heidenheim,3,2,H,12.0,3.0,2.0,2.0,5.0,3.0
01/02/2026,Stuttgart,Freiburg,1,0,H,6.0,2.0,3.0,1.0,7.0,2.0
06/02/2026,Union Berlin,Ein Frankfurt,1,1,D,5.0,2.0,4.0,3.0,3.0,1.0
07/02/2026,Freiburg,Werder Bremen,1,0,H,4.0,8.0,0.0,1.0,2.0,5.0
07/02/2026,Heidenheim,Hamburg,0,2,A,10.0,8.0,0.0,2.0,4.0,5.0
07/02/2026,M'gladbach,Leverkusen,1,1,D,2.0,2.0,2.0,3.0,6.0,2.0
07/02/2026,Mainz,Augsburg,2,0,H,6.0,4.0,2.0,2.0,6.0,6.0
07/02/2026,St Pauli,Stuttgart,2,1,H,5.0,5.0,0.0,2.0,7.0,3.0
07/02/2026,Wolfsburg,Dortmund,1,2,A,4.0,8.0,1.0,1.0,2.0,4.0
08/02/2026,Bayern Munich,Hoffenheim,5,1,H,8.0,3.0,2.0,2.0,14.0,4.0
08/02/2026,FC Koln,RB Leipzig,1,2,A,4.0,3.0,1.0,4.0,3.0,4.0
13/02/2026,Dortmund,Mainz,4,0,H,7.0,2.0,3.0,2.0,8.0,5.0
14/02/2026,Ein Frankfurt,M'gladbach,3,0,H,2.0,8.0,3.0,2.0,9.0,3.0
14/02/2026,Hamburg,Union Berlin,3,2,H,6.0,3.0,3.0,0.0,4.0,5.0
14/02/2026,Hoffenheim,Freiburg,3,0,H,6.0,6.0,3.0,1.0,7.0,3.0
14/02/2026,Leverkusen,St Pauli,4,0,H,8.0,3.0,0.0,1.0,7.0,1.0
14/02/2026,Stuttgart,FC Koln,3,1,H,2.0,5.0,4.0,1.0,4.0,3.0
14/02/2026,Werder Bremen,Bayern Munich,0,3,A,2.0,4.0,3.0,1.0,3.0,8.0
15/02/2026,Augsburg,Heidenheim,1,0,H,4.0,5.0,1.0,2.0,4.0,2.0
15/02/2026,RB Leipzig,Wolfsburg,2,2,D,6.0,2.0,1.0,2.0,10.0,3.0
20/02/2026,Mainz,Hamburg,1,1,D,7.0,2.0,3.0,2.0,3.0,5.0
21/02/2026,Bayern Munich,Ein Frankfurt,3,2,H,8.0,2.0,0.0,3.0,11.0,3.0
21/02/2026,FC Koln,Hoffenheim,2,2,D,3.0,10.0,1.0,3.0,4.0,6.0
21/02/2026,RB Leipzig,Dortmund,2,2,D,6.0,2.0,3.0,4.0,3.0,5.0
21/02/2026,Union Berlin,Leverkusen,1,0,H,4.0,5.0,5.0,2.0,4.0,1.0
21/02/2026,Wolfsburg,Augsburg,2,3,A,4.0,10.0,3.0,4.0,4.0,6.0
22/02/2026,Freiburg,M'gladbach,2,1,H,3.0,3.0,1.0,2.0,6.0,2.0
22/02/2026,Heidenheim,Stuttgart,3,3,D,3.0,4.0,1.0,2.0,6.0,8.0
22/02/2026,St Pauli,Werder Bremen,2,1,H,1.0,5.0,2.0,6.0,4.0,4.0
27/02/2026,Augsburg,FC Koln,2,0,H,6.0,9.0,4.0,1.0,4.0,3.0
28/02/2026,Dortmund,Bayern Munich,2,3,A,5.0,2.0,1.0,0.0,2.0,6.0
28/02/2026,Hoffenheim,St Pauli,0,1,A,10.0,3.0,1.0,2.0,11.0,3.0
28/02/2026,Leverkusen,Mainz,1,1,D,6.0,2.0,1.0,2.0,5.0,4.0
28/02/2026,M'gladbach,Union Berlin,1,0,H,6.0,2.0,4.0,5.0,7.0,2.0
28/02/2026,Werder Bremen,Heidenheim,2,0,H,3.0,2.0,1.0,0.0,6.0,0.0
01/03/2026,Ein Frankfurt,Freiburg,2,0,H,5.0,6.0,1.0,2.0,7.0,2.0
01/03/2026,Hamburg,RB Leipzig,1,2,A,4.0,9.0,3.0,2.0,3.0,5.0
01/03/2026,Stuttgart,Wolfsburg,4,0,H,7.0,3.0,1.0,0.0,11.0,3.0
04/03/2026,Hamburg,Leverkusen,0,1,A,2.0,7.0,0.0,2.0,3.0,4.0
06/03/2026,Bayern Munich,M'gladbach,4,1,H,7.0,1.0,1.0,0.0,9.0,5.0
07/03/2026,FC Koln,Dortmund,1,2,A,9.0,4.0,1.0,1.0,4.0,5.0
07/03/2026,Freiburg,Leverkusen,3,3,D,5.0,2.0,3.0,3.0,9.0,5.0
07/03/2026,Heidenheim,Hoffenheim,2,4,A,4.0,3.0,0.0,0.0,2.0,7.0
07/03/2026,Mainz,Stuttgart,2,2,D,5.0,6.0,0.0,2.0,6.0,4.0
07/03/2026,RB Leipzig,Augsburg,2,1,H,6.0,8.0,0.0,2.0,8.0,5.0
07/03/2026,Wolfsburg,Hamburg,1,2,A,7.0,3.0,3.0,3.0,4.0,7.0
08/03/2026,St Pauli,Ein Frankfurt,0,0,D,6.0,5.0,2.0,1.0,2.0,2.0
08/03/2026,Union Berlin,Werder Bremen,1,4,A,1.0,3.0,1.0,3.0,2.0,5.0
13/03/2026,M'gladbach,St Pauli,2,0,H,2.0,2.0,1.0,2.0,4.0,1.0
14/03/2026,Dortmund,Augsburg,2,0,H,12.0,2.0,0.0,0.0,5.0,3.0
14/03/2026,Ein Frankfurt,Heidenheim,1,0,H,5.0,4.0,3.0,2.0,4.0,1.0
14/03/2026,Hamburg,FC Koln,1,1,D,1.0,8.0,2.0,4.0,1.0,2.0
14/03/2026,Hoffenheim,Wolfsburg,1,1,D,16.0,4.0,0.0,3.0,6.0,2.0
14/03/2026,Leverkusen,Bayern Munich,1,1,D,4.0,1.0,3.0,4.0,7.0,5.0
15/03/2026,Freiburg,Union Berlin,0,1,A,6.0,2.0,0.0,2.0,6.0,4.0
15/03/2026,Stuttgart,RB Leipzig,1,0,H,5.0,6.0,1.0,2.0,4.0,4.0
15/03/2026,Werder Bremen,Mainz,0,2,A,9.0,4.0,2.0,1.0,3.0,2.0
20/03/2026,RB Leipzig,Hoffenheim,5,0,H,1.0,3.0,1.0,1.0,9.0,2.0
21/03/2026,Bayern Munich,Union Berlin,4,0,H,12.0,1.0,1.0,2.0,9.0,1.0
21/03/2026,Dortmund,Hamburg,3,2,H,11.0,3.0,2.0,3.0,8.0,4.0
21/03/2026,FC Koln,M'gladbach,3,3,D,5.0,3.0,8.0,2.0,5.0,3.0
21/03/2026,Heidenheim,Leverkusen,3,3,D,2.0,5.0,4.0,4.0,5.0,5.0
21/03/2026,Wolfsburg,Werder Bremen,0,1,A,8.0,4.0,3.0,0.0,4.0,3.0
22/03/2026,Augsburg,Stuttgart,2,5,A,2.0,5.0,1.0,3.0,7.0,8.0
22/03/2026,Mainz,Ein Frankfurt,2,1,H,5.0,3.0,2.0,1.0,5.0,4.0
22/03/2026,St Pauli,Freiburg,1,2,A,3.0,2.0,1.0,1.0,5.0,6.0
04/04/2026,Freiburg,Bayern Munich,2,3,A,5.0,8.0,3.0,3.0,4.0,9.0
04/04/2026,Hamburg,Augsburg,1,1,D,9.0,2.0,2.0,3.0,4.0,3.0
04/04/2026,Hoffenheim,Mainz,1,2,A,7.0,3.0,4.0,1.0,5.0,5.0
04/04/2026,Leverkusen,Wolfsburg,6,3,H,12.0,2.0,1.0,3.0,11.0,5.0
04/04/2026,M'gladbach,Heidenheim,2,2,D,2.0,3.0,4.0,0.0,7.0,7.0
04/04/2026,Stuttgart,Dortmund,0,2,A,5.0,2.0,2.0,4.0,3.0,3.0
04/04/2026,Werder Bremen,RB Leipzig,1,2,A,1.0,0.0,2.0,1.0,5.0,2.0
05/04/2026,Ein Frankfurt,FC Koln,2,2,D,8.0,0.0,1.0,2.0,7.0,9.0
05/04/2026,Union Berlin,St Pauli,1,1,D,7.0,2.0,0.0,2.0,8.0,2.0
10/04/2026,Augsburg,Hoffenheim,2,2,D,4.0,4.0,5.0,3.0,8.0,4.0
11/04/2026,Dortmund,Leverkusen,0,1,A,5.0,5.0,3.0,0.0,1.0,4.0
11/04/2026,Heidenheim,Union Berlin,3,1,H,3.0,5.0,0.0,2.0,3.0,3.0
11/04/2026,RB Leipzig,M'gladbach,1,0,H,11.0,4.0,4.0,1.0,11.0,3.0
11/04/2026,St Pauli,Bayern Munich,0,5,A,3.0,4.0,1.0,2.0,3.0,8.0
11/04/2026,Wolfsburg,Ein Frankfurt,1,2,A,7.0,7.0,2.0,1.0,7.0,4.0
12/04/2026,FC Koln,Werder Bremen,3,1,H,8.0,5.0,3.0,2.0,8.0,2.0
12/04/2026,Mainz,Freiburg,0,1,A,6.0,4.0,1.0,3.0,3.0,3.0
12/04/2026,Stuttgart,Hamburg,4,0,H,8.0,2.0,2.0,1.0,11.0,5.0
17/04/2026,St Pauli,FC Koln,1,1,D,8.0,5.0,4.0,1.0,6.0,1.0
18/04/2026,Ein Frankfurt,RB Leipzig,1,3,A,4.0,6.0,0.0,1.0,5.0,8.0
18/04/2026,Hoffenheim,Dortmund,2,1,H,4.0,3.0,2.0,3.0,4.0,3.0
18/04/2026,Leverkusen,Augsburg,1,2,A,11.0,4.0,2.0,1.0,10.0,5.0
18/04/2026,Union Berlin,Wolfsburg,1,2,A,11.0,4.0,1.0,1.0,7.0,4.0
18/04/2026,Werder Bremen,Hamburg,3,1,H,7.0,3.0,4.0,3.0,10.0,3.0
19/04/2026,Bayern Munich,Stuttgart,4,2,H,11.0,3.0,0.0,0.0,9.0,7.0
19/04/2026,Freiburg,Heidenheim,2,1,H,5.0,4.0,1.0,0.0,4.0,2.0
19/04/2026,M'gladbach,Mainz,1,1,D,0.0,6.0,5.0,2.0,4.0,7.0
24/04/2026,RB Leipzig,Union Berlin,3,1,H,10.0,4.0,1.0,1.0,10.0,1.0
25/04/2026,Augsburg,Ein Frankfurt,1,1,D,9.0,7.0,1.0,2.0,3.0,7.0
25/04/2026,FC Koln,Leverkusen,1,2,A,2.0,5.0,1.0,2.0,10.0,3.0
25/04/2026,Hamburg,Hoffenheim,1,2,A,4.0,9.0,2.0,4.0,4.0,6.0
25/04/2026,Heidenheim,St Pauli,2,0,H,6.0,6.0,0.0,1.0,5.0,2.0
25/04/2026,Mainz,Bayern Munich,3,4,A,4.0,4.0,1.0,2.0,8.0,6.0
25/04/2026,Wolfsburg,M'gladbach,0,0,D,8.0,5.0,1.0,3.0,4.0,2.0
26/04/2026,Dortmund,Freiburg,4,0,H,5.0,0.0,1.0,0.0,5.0,4.0
26/04/2026,Stuttgart,Werder Bremen,1,1,D,14.0,2.0,0.0,1.0,4.0,3.0
02/05/2026,Bayern Munich,Heidenheim,3,3,D,13.0,5.0,3.0,2.0,7.0,5.0
02/05/2026,Ein Frankfurt,Hamburg,1,2,A,9.0,4.0,6.0,1.0,5.0,4.0
02/05/2026,Hoffenheim,Stuttgart,3,3,D,4.0,5.0,3.0,1.0,9.0,5.0
02/05/2026,Leverkusen,RB Leipzig,4,1,H,7.0,3.0,1.0,3.0,8.0,5.0
02/05/2026,Union Berlin,FC Koln,2,2,D,2.0,5.0,2.0,3.0,3.0,4.0
02/05/2026,Werder Bremen,Augsburg,1,3,A,8.0,2.0,1.0,1.0,4.0,7.0
03/05/2026,Freiburg,Wolfsburg,1,1,D,1.0,7.0,1.0,1.0,3.0,4.0
03/05/2026,M'gladbach,Dortmund,1,0,H,1.0,1.0,3.0,1.0,4.0,1.0
03/05/2026,St Pauli,Mainz,1,2,A,7.0,7.0,3.0,1.0,3.0,6.0
08/05/2026,Dortmund,Ein Frankfurt,3,2,H,6.0,2.0,3.0,0.0,8.0,4.0
09/05/2026,Augsburg,M'gladbach,3,1,H,2.0,2.0,2.0,2.0,10.0,4.0
09/05/2026,Hoffenheim,Werder Bremen,1,0,H,8.0,3.0,1.0,2.0,4.0,2.0
09/05/2026,RB Leipzig,St Pauli,2,1,H,3.0,5.0,2.0,0.0,5.0,3.0
09/05/2026,Stuttgart,Leverkusen,3,1,H,7.0,6.0,2.0,1.0,9.0,5.0
09/05/2026,Wolfsburg,Bayern Munich,0,1,A,6.0,3.0,1.0,0.0,5.0,9.0
10/05/2026,FC Koln,Heidenheim,1,3,A,6.0,4.0,2.0,2.0,7.0,5.0
10/05/2026,Hamburg,Freiburg,3,2,H,2.0,4.0,2.0,2.0,5.0,3.0
10/05/2026,Mainz,Union Berlin,1,3,A,7.0,8.0,2.0,1.0,3.0,9.0
16/05/2026,Bayern Munich,FC Koln,5,1,H,5.0,5.0,1.0,1.0,7.0,2.0
16/05/2026,Ein Frankfurt,Stuttgart,2,2,D,6.0,6.0,2.0,3.0,7.0,7.0
16/05/2026,Freiburg,RB Leipzig,4,1,H,1.0,2.0,0.0,1.0,5.0,6.0
16/05/2026,Heidenheim,Mainz,0,2,A,6.0,3.0,1.0,1.0,5.0,9.0
16/05/2026,Leverkusen,Hamburg,1,1,D,8.0,3.0,1.0,2.0,9.0,6.0
16/05/2026,M'gladbach,Hoffenheim,4,0,H,2.0,9.0,4.0,6.0,6.0,3.0
16/05/2026,St Pauli,Wolfsburg,1,3,A,8.0,9.0,2.0,3.0,2.0,10.0
16/05/2026,Union Berlin,Augsburg,4,0,H,4.0,9.0,3.0,1.0,9.0,1.0
16/05/2026,Werder Bremen,Dortmund,0,2,A,4.0,5.0,0.0,0.0,3.0,9.0
28/08/2026,Bayern Munich,Stuttgart,5,1,H,9.0,3.0,1.0,3.0,9.0,4.0
29/08/2026,Dortmund,Hamburg,2,0,H,3.0,1.0,2.0,1.0,6.0,3.0
29/08/2026,Elversberg,Leverkusen,3,2,H,4.0,3.0,3.0,2.0,6.0,4.0
29/08/2026,FC Koln,Hoffenheim,3,2,H,6.0,7.0,0.0,2.0,6.0,4.0
29/08/2026,Mainz,Paderborn,0,0,D,11.0,2.0,1.0,2.0,4.0,0.0
29/08/2026,RB Leipzig,M'gladbach,3,0,H,7.0,6.0,1.0,0.0,11.0,4.0
29/08/2026,Union Berlin,Ein Frankfurt,3,3,D,5.0,2.0,2.0,4.0,10.0,3.0
30/08/2026,Augsburg,Schalke 04,3,0,H,11.0,3.0,1.0,0.0,13.0,5.0
30/08/2026,SC Freiburg,Werder Bremen,4,1,H,,,,,,
04/09/2026,Stuttgart,FC Koln,4,1,H,,,,,,
