Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HC,AC,HY,AY,HST,AST
30/03/2024,Werder Bremen,Wolfsburg,0,2,A,3.0,6.0,4.0,4.0,1.0,5.0
31/03/2024,Augsburg,FC Koln,1,1,D,12.0,6.0,0.0,3.0,6.0,2.0
31/03/2024,Bochum,Darmstadt,2,2,D,6.0,5.0,2.0,2.0,7.0,3.0
31/03/2024,Stuttgart,Heidenheim,3,3,D,6.0,7.0,1.0,0.0,6.0,3.0
05/04/2024,Ein Frankfurt,Werder Bremen,1,1,D,9.0,0.0,3.0,2.0,5.0,7.0
06/04/2024,Dortmund,Stuttgart,0,1,A,8.0,3.0,2.0,4.0,7.0,2.0
06/04/2024,FC Koln,Bochum,2,1,H,9.0,4.0,3.0,3.0,6.0,2.0
06/04/2024,Freiburg,RB Leipzig,1,4,A,8.0,4.0,3.0,4.0,4.0,6.0
06/04/2024,Heidenheim,Bayern Munich,3,2,H,3.0,3.0,2.0,0.0,4.0,8.0
06/04/2024,Mainz,Darmstadt,4,0,H,5.0,1.0,2.0,3.0,9.0,2.0
06/04/2024,Union Berlin,Leverkusen,0,1,A,7.0,10.0,3.0,2.0,1.0,8.0
07/04/2024,Hoffenheim,Augsburg,3,1,H,11.0,6.0,3.0,1.0,6.0,7.0
07/04/2024,Wolfsburg,M'gladbach,1,3,A,4.0,4.0,2.0,2.0,4.0,6.0
12/04/2024,Augsburg,Union Berlin,2,0,H,5.0,4.0,1.0,1.0,4.0,4.0
13/04/2024,Bayern Munich,FC Koln,2,0,H,5.0,5.0,0.0,3.0,7.0,5.0
13/04/2024,Bochum,Heidenheim,1,1,D,6.0,2.0,4.0,1.0,5.0,3.0
13/04/2024,M'gladbach,Dortmund,1,2,A,2.0,4.0,1.0,4.0,5.0,4.0
13/04/2024,Mainz,Hoffenheim,4,1,H,9.0,3.0,0.0,2.0,8.0,1.0
13/04/2024,RB Leipzig,Wolfsburg,3,0,H,6.0,4.0,2.0,4.0,6.0,3.0
13/04/2024,Stuttgart,Ein Frankfurt,3,0,H,4.0,5.0,1.0,3.0,6.0,3.0
14/04/2024,Darmstadt,Freiburg,0,1,A,2.0,2.0,0.0,1.0,4.0,3.0
14/04/2024,Leverkusen,Werder Bremen,5,0,H,7.0,0.0,2.0,1.0,10.0,3.0
19/04/2024,Ein Frankfurt,Augsburg,3,1,H,6.0,5.0,3.0,3.0,7.0,1.0
20/04/2024,FC Koln,Darmstadt,0,2,A,4.0,3.0,0.0,1.0,4.0,6.0
20/04/2024,Heidenheim,RB Leipzig,1,2,A,2.0,6.0,3.0,1.0,5.0,4.0
20/04/2024,Hoffenheim,M'gladbach,4,3,H,6.0,5.0,1.0,3.0,9.0,7.0
20/04/2024,Union Berlin,Bayern Munich,1,5,A,5.0,3.0,0.0,0.0,4.0,9.0
20/04/2024,Wolfsburg,Bochum,1,0,H,5.0,8.0,4.0,3.0,5.0,1.0
21/04/2024,Dortmund,Leverkusen,1,1,D,2.0,6.0,4.0,3.0,2.0,5.0
21/04/2024,Freiburg,Mainz,1,1,D,2.0,4.0,3.0,4.0,3.0,4.0
21/04/2024,Werder Bremen,Stuttgart,2,1,H,1.0,7.0,3.0,3.0,2.0,5.0
26/04/2024,Bochum,Hoffenheim,3,2,H,10.0,4.0,1.0,1.0,13.0,4.0
27/04/2024,Augsburg,Werder Bremen,0,3,A,6.0,4.0,1.0,2.0,1.0,8.0
27/04/2024,Bayern Munich,Ein Frankfurt,2,1,H,4.0,2.0,0.0,3.0,9.0,3.0
27/04/2024,Freiburg,Wolfsburg,1,2,A,3.0,6.0,4.0,2.0,3.0,5.0
27/04/2024,Leverkusen,Stuttgart,2,2,D,5.0,2.0,4.0,3.0,6.0,4.0
27/04/2024,RB Leipzig,Dortmund,4,1,H,5.0,8.0,1.0,2.0,7.0,5.0
28/04/2024,Darmstadt,Heidenheim,0,1,A,3.0,8.0,2.0,1.0,4.0,6.0
28/04/2024,M'gladbach,Union Berlin,0,0,D,3.0,4.0,2.0,2.0,4.0,7.0
28/04/2024,Mainz,FC Koln,1,1,D,6.0,6.0,4.0,4.0,4.0,6.0
03/05/2024,Hoffenheim,RB Leipzig,1,1,D,4.0,4.0,1.0,3.0,8.0,5.0
04/05/2024,Dortmund,Augsburg,5,1,H,6.0,9.0,0.0,1.0,10.0,4.0
04/05/2024,FC Koln,Freiburg,0,0,D,7.0,1.0,1.0,1.0,7.0,0.0
04/05/2024,Stuttgart,Bayern Munich,3,1,H,3.0,1.0,1.0,2.0,11.0,3.0
04/05/2024,Werder Bremen,M'gladbach,2,2,D,7.0,2.0,0.0,0.0,6.0,7.0
04/05/2024,Wolfsburg,Darmstadt,3,0,H,9.0,2.0,0.0,3.0,6.0,1.0
05/05/2024,Ein Frankfurt,Leverkusen,1,5,A,10.0,5.0,0.0,0.0,5.0,6.0
05/05/2024,Heidenheim,Mainz,1,1,D,6.0,3.0,2.0,3.0,6.0,4.0
05/05/2024,Union Berlin,Bochum,3,4,A,6.0,4.0,0.0,1.0,6.0,5.0
10/05/2024,Augsburg,Stuttgart,0,1,A,5.0,5.0,4.0,2.0,1.0,7.0
11/05/2024,FC Koln,Union Berlin,3,2,H,6.0,8.0,3.0,2.0,5.0,6.0
11/05/2024,Freiburg,Heidenheim,1,1,D,2.0,4.0,1.0,1.0,3.0,3.0
11/05/2024,M'gladbach,Ein Frankfurt,1,1,D,2.0,8.0,1.0,0.0,3.0,1.0
11/05/2024,Mainz,Dortmund,3,0,H,4.0,2.0,2.0,2.0,6.0,2.0
11/05/2024,RB Leipzig,Werder Bremen,1,1,D,4.0,3.0,1.0,0.0,5.0,1.0
12/05/2024,Bayern Munich,Wolfsburg,2,0,H,4.0,0.0,0.0,2.0,3.0,2.0
12/05/2024,Bochum,Leverkusen,0,5,A,2.0,6.0,2.0,1.0,0.0,10.0
12/05/2024,Darmstadt,Hoffenheim,0,6,A,2.0,3.0,3.0,0.0,1.0,7.0
18/05/2024,Dortmund,Darmstadt,4,0,H,7.0,3.0,0.0,3.0,10.0,1.0
18/05/2024,Ein Frankfurt,RB Leipzig,2,2,D,8.0,3.0,2.0,2.0,6.0,5.0
18/05/2024,Heidenheim,FC Koln,4,1,H,5.0,12.0,1.0,3.0,7.0,9.0
18/05/2024,Hoffenheim,Bayern Munich,4,2,H,6.0,5.0,3.0,1.0,9.0,4.0
18/05/2024,Leverkusen,Augsburg,2,1,H,5.0,4.0,0.0,1.0,8.0,2.0
18/05/2024,Stuttgart,M'gladbach,4,0,H,8.0,4.0,1.0,2.0,11.0,5.0
18/05/2024,Union Berlin,Freiburg,2,1,H,3.0,7.0,7.0,4.0,5.0,5.0
18/05/2024,Werder Bremen,Bochum,4,1,H,8.0,8.0,1.0,1.0,12.0,8.0
18/05/2024,Wolfsburg,Mainz,1,3,A,1.0,3.0,2.0,3.0,4.0,6.0
23/08/2024,M'gladbach,Leverkusen,2,3,A,2.0,4.0,1.0,0.0,7.0,9.0
24/08/2024,Augsburg,Werder Bremen,2,2,D,4.0,2.0,3.0,1.0,3.0,6.0
24/08/2024,Dortmund,Ein Frankfurt,2,0,H,7.0,7.0,0.0,1.0,5.0,2.0
24/08/2024,Freiburg,Stuttgart,3,1,H,6.0,3.0,2.0,1.0,4.0,2.0
24/08/2024,Hoffenheim,Holstein Kiel,3,2,H,8.0,6.0,2.0,3.0,8.0,6.0
24/08/2024,Mainz,Union Berlin,1,1,D,8.0,9.0,1.0,3.0,3.0,4.0
24/08/2024,RB Leipzig,Bochum,1,0,H,9.0,3.0,1.0,3.0,3.0,4.0
25/08/2024,St Pauli,Heidenheim,0,2,A,4.0,2.0,2.0,3.0,3.0,3.0
25/08/2024,Wolfsburg,Bayern Munich,2,3,A,1.0,7.0,2.0,3.0,2.0,8.0
30/08/2024,Union Berlin,St Pauli,1,0,H,5.0,4.0,3.0,1.0,5.0,2.0
31/08/2024,Bochum,M'gladbach,0,2,A,3.0,4.0,1.0,0.0,4.0,6.0
31/08/2024,Ein Frankfurt,Hoffenheim,3,1,H,1.0,4.0,0.0,3.0,7.0,3.0
31/08/2024,Holstein Kiel,Wolfsburg,0,2,A,1.0,7.0,4.0,7.0,5.0,4.0
31/08/2024,Leverkusen,RB Leipzig,2,3,A,18.0,2.0,3.0,1.0,10.0,4.0
31/08/2024,Stuttgart,Mainz,3,3,D,11.0,2.0,4.0,2.0,13.0,7.0
31/08/2024,Werder Bremen,Dortmund,0,0,D,5.0,6.0,2.0,7.0,1.0,4.0
01/09/2024,Bayern Munich,Freiburg,2,0,H,2.0,4.0,1.0,0.0,4.0,4.0
01/09/2024,Heidenheim,Augsburg,4,0,H,5.0,6.0,0.0,3.0,9.0,1.0
13/09/2024,Dortmund,Heidenheim,4,2,H,8.0,1.0,2.0,2.0,7.0,4.0
14/09/2024,Freiburg,Bochum,2,1,H,5.0,6.0,0.0,3.0,9.0,2.0
14/09/2024,Hoffenheim,Leverkusen,1,4,A,4.0,12.0,2.0,2.0,5.0,8.0
14/09/2024,Holstein Kiel,Bayern Munich,1,6,A,2.0,10.0,0.0,1.0,1.0,13.0
14/09/2024,M'gladbach,Stuttgart,1,3,A,6.0,2.0,2.0,2.0,7.0,7.0
14/09/2024,RB Leipzig,Union Berlin,0,0,D,6.0,5.0,2.0,3.0,3.0,3.0
14/09/2024,Wolfsburg,Ein Frankfurt,1,2,A,5.0,4.0,1.0,2.0,4.0,7.0
15/09/2024,Augsburg,St Pauli,3,1,H,7.0,7.0,4.0,3.0,10.0,3.0
15/09/2024,Mainz,Werder Bremen,1,2,A,10.0,4.0,3.0,1.0,5.0,5.0
20/09/2024,Augsburg,Mainz,2,3,A,14.0,1.0,3.0,5.0,9.0,3.0
21/09/2024,Bochum,Holstein Kiel,2,2,D,2.0,5.0,4.0,1.0,3.0,4.0
21/09/2024,Ein Frankfurt,M'gladbach,2,0,H,8.0,5.0,1.0,1.0,4.0,7.0
21/09/2024,Heidenheim,Freiburg,0,3,A,3.0,9.0,1.0,1.0,2.0,5.0
21/09/2024,Union Berlin,Hoffenheim,2,1,H,5.0,5.0,3.0,3.0,2.0,3.0
21/09/2024,Werder Bremen,Bayern Munich,0,5,A,1.0,4.0,0.0,3.0,0.0,7.0
22/09/2024,Leverkusen,Wolfsburg,4,3,H,6.0,2.0,4.0,5.0,7.0,4.0
22/09/2024,St Pauli,RB Leipzig,0,0,D,3.0,1.0,2.0,1.0,4.0,5.0
22/09/2024,Stuttgart,Dortmund,5,1,H,6.0,4.0,1.0,3.0,9.0,3.0
27/09/2024,Dortmund,Bochum,4,2,H,11.0,0.0,2.0,0.0,8.0,6.0
28/09/2024,Bayern Munich,Leverkusen,1,1,D,6.0,1.0,1.0,3.0,3.0,3.0
28/09/2024,Freiburg,St Pauli,0,3,A,4.0,2.0,3.0,3.0,2.0,4.0
28/09/2024,M'gladbach,Union Berlin,1,0,H,2.0,4.0,3.0,1.0,3.0,3.0
28/09/2024,Mainz,Heidenheim,0,2,A,7.0,6.0,4.0,4.0,2.0,7.0
28/09/2024,RB Leipzig,Augsburg,4,0,H,8.0,5.0,1.0,2.0,7.0,1.0
28/09/2024,Wolfsburg,Stuttgart,2,2,D,1.0,3.0,5.0,2.0,2.0,5.0
29/09/2024,Hoffenheim,Werder Bremen,3,4,A,2.0,6.0,3.0,3.0,5.0,10.0
29/09/2024,Holstein Kiel,Ein Frankfurt,2,4,A,4.0,9.0,1.0,3.0,5.0,10.0
04/10/2024,Augsburg,M'gladbach,2,1,H,6.0,5.0,2.0,4.0,5.0,5.0
05/10/2024,Bochum,Wolfsburg,1,3,A,7.0,6.0,1.0,2.0,5.0,5.0
05/10/2024,Leverkusen,Holstein Kiel,2,2,D,12.0,3.0,2.0,2.0,7.0,4.0
05/10/2024,St Pauli,Mainz,0,3,A,2.0,2.0,0.0,3.0,4.0,4.0
05/10/2024,Union Berlin,Dortmund,2,1,H,3.0,3.0,4.0,4.0,5.0,5.0
05/10/2024,Werder Bremen,Freiburg,0,1,A,7.0,5.0,1.0,2.0,3.0,3.0
06/10/2024,Ein Frankfurt,Bayern Munich,3,3,D,0.0,11.0,1.0,1.0,4.0,13.0
06/10/2024,Heidenheim,RB Leipzig,0,1,A,3.0,2.0,2.0,2.0,4.0,2.0
06/10/2024,Stuttgart,Hoffenheim,1,1,D,10.0,5.0,1.0,4.0,7.0,5.0
18/10/2024,Dortmund,St Pauli,2,1,H,7.0,1.0,2.0,1.0,7.0,3.0
19/10/2024,Bayern Munich,Stuttgart,4,0,H,7.0,3.0,0.0,2.0,10.0,1.0
19/10/2024,Freiburg,Augsburg,3,1,H,5.0,4.0,1.0,1.0,6.0,3.0
19/10/2024,Hoffenheim,Bochum,3,1,H,4.0,2.0,1.0,1.0,7.0,4.0
19/10/2024,Leverkusen,Ein Frankfurt,2,1,H,8.0,3.0,2.0,1.0,9.0,2.0
19/10/2024,M'gladbach,Heidenheim,3,2,H,6.0,3.0,3.0,3.0,10.0,6.0
19/10/2024,Mainz,RB Leipzig,0,2,A,5.0,3.0,1.0,3.0,2.0,5.0
20/10/2024,Holstein Kiel,Union Berlin,0,2,A,7.0,3.0,2.0,1.0,5.0,4.0
20/10/2024,Wolfsburg,Werder Bremen,2,4,A,4.0,4.0,1.0,1.0,6.0,7.0
25/10/2024,Mainz,M'gladbach,1,1,D,2.0,4.0,3.0,2.0,6.0,5.0
26/10/2024,Augsburg,Dortmund,2,1,H,3.0,5.0,3.0,3.0,4.0,4.0
26/10/2024,RB Leipzig,Freiburg,3,1,H,3.0,3.0,3.0,2.0,9.0,5.0
26/10/2024,St Pauli,Wolfsburg,0,0,D,7.0,6.0,0.0,3.0,5.0,4.0
26/10/2024,Stuttgart,Holstein Kiel,2,1,H,9.0,5.0,3.0,6.0,6.0,3.0
26/10/2024,Werder Bremen,Leverkusen,2,2,D,3.0,5.0,1.0,1.0,8.0,6.0
27/10/2024,Bochum,Bayern Munich,0,5,A,2.0,5.0,1.0,1.0,2.0,9.0
27/10/2024,Heidenheim,Hoffenheim,0,0,D,7.0,3.0,1.0,2.0,3.0,4.0
27/10/2024,Union Berlin,Ein Frankfurt,1,1,D,4.0,5.0,5.0,3.0,4.0,5.0
01/11/2024,Leverkusen,Stuttgart,0,0,D,10.0,2.0,3.0,4.0,5.0,1.0
02/11/2024,Bayern Munich,Union Berlin,3,0,H,7.0,4.0,0.0,2.0,7.0,1.0
02/11/2024,Dortmund,RB Leipzig,2,1,H,4.0,0.0,3.0,4.0,7.0,3.0
02/11/2024,Ein Frankfurt,Bochum,7,2,H,5.0,2.0,1.0,2.0,9.0,8.0
02/11/2024,Hoffenheim,St Pauli,0,2,A,7.0,2.0,0.0,2.0,6.0,3.0
02/11/2024,Holstein Kiel,Heidenheim,1,0,H,5.0,6.0,4.0,5.0,6.0,4.0
02/11/2024,Wolfsburg,Augsburg,1,1,D,8.0,1.0,1.0,3.0,6.0,1.0
03/11/2024,Freiburg,Mainz,0,0,D,8.0,4.0,1.0,2.0,2.0,2.0
03/11/2024,M'gladbach,Werder Bremen,4,1,H,7.0,7.0,1.0,4.0,8.0,5.0
08/11/2024,Union Berlin,Freiburg,0,0,D,4.0,1.0,2.0,0.0,6.0,4.0
09/11/2024,Bochum,Leverkusen,1,1,D,6.0,4.0,0.0,1.0,3.0,3.0
09/11/2024,Mainz,Dortmund,3,1,H,8.0,0.0,3.0,1.0,9.0,1.0
09/11/2024,RB Leipzig,M'gladbach,0,0,D,8.0,4.0,2.0,2.0,4.0,4.0
09/11/2024,St Pauli,Bayern Munich,0,1,A,5.0,10.0,2.0,2.0,0.0,6.0
09/11/2024,Werder Bremen,Holstein Kiel,2,1,H,6.0,3.0,3.0,2.0,5.0,5.0
10/11/2024,Augsburg,Hoffenheim,0,0,D,10.0,6.0,2.0,3.0,4.0,2.0
10/11/2024,Heidenheim,Wolfsburg,1,3,A,5.0,5.0,1.0,6.0,4.0,6.0
10/11/2024,Stuttgart,Ein Frankfurt,2,3,A,8.0,3.0,2.0,3.0,11.0,5.0
22/11/2024,Bayern Munich,Augsburg,3,0,H,8.0,0.0,0.0,2.0,14.0,1.0
23/11/2024,Dortmund,Freiburg,4,0,H,7.0,0.0,1.0,2.0,7.0,3.0
23/11/2024,Ein Frankfurt,Werder Bremen,1,0,H,5.0,6.0,2.0,2.0,5.0,1.0
23/11/2024,Hoffenheim,RB Leipzig,4,3,H,4.0,3.0,2.0,1.0,7.0,6.0
23/11/2024,Leverkusen,Heidenheim,5,2,H,6.0,0.0,0.0,0.0,10.0,3.0
23/11/2024,Stuttgart,Bochum,2,0,H,7.0,4.0,2.0,3.0,5.0,2.0
23/11/2024,Wolfsburg,Union Berlin,1,0,H,8.0,5.0,1.0,2.0,5.0,4.0
24/11/2024,Holstein Kiel,Mainz,0,3,A,2.0,6.0,1.0,0.0,2.0,7.0
24/11/2024,M'gladbach,St Pauli,2,0,H,5.0,4.0,1.0,0.0,4.0,3.0
29/11/2024,St Pauli,Holstein Kiel,3,1,H,4.0,4.0,2.0,5.0,4.0,3.0
30/11/2024,Augsburg,Bochum,1,0,H,6.0,1.0,3.0,3.0,4.0,1.0
30/11/2024,Dortmund,Bayern Munich,1,1,D,2.0,3.0,2.0,2.0,2.0,5.0
30/11/2024,Freiburg,M'gladbach,3,1,H,4.0,6.0,1.0,1.0,7.0,4.0
30/11/2024,RB Leipzig,Wolfsburg,1,5,A,7.0,3.0,2.0,1.0,4.0,8.0
30/11/2024,Union Berlin,Leverkusen,1,2,A,1.0,3.0,4.0,2.0,2.0,3.0
30/11/2024,Werder Bremen,Stuttgart,2,2,D,11.0,2.0,1.0,1.0,6.0,4.0
01/12/2024,Heidenheim,Ein Frankfurt,0,4,A,6.0,5.0,0.0,2.0,1.0,8.0
01/12/2024,Mainz,Hoffenheim,2,0,H,8.0,3.0,1.0,3.0,8.0,2.0
06/12/2024,Stuttgart,Union Berlin,3,2,H,1.0,6.0,1.0,6.0,5.0,3.0
07/12/2024,Bayern Munich,Heidenheim,4,2,H,8.0,0.0,1.0,0.0,10.0,2.0
07/12/2024,Bochum,Werder Bremen,0,1,A,9.0,5.0,1.0,1.0,2.0,1.0
07/12/2024,Ein Frankfurt,Augsburg,2,2,D,4.0,0.0,2.0,2.0,4.0,3.0
07/12/2024,Holstein Kiel,RB Leipzig,0,2,A,6.0,1.0,4.0,3.0,5.0,5.0
07/12/2024,Leverkusen,St Pauli,2,1,H,7.0,4.0,1.0,3.0,2.0,4.0
07/12/2024,M'gladbach,Dortmund,1,1,D,7.0,4.0,3.0,2.0,3.0,3.0
08/12/2024,Hoffenheim,Freiburg,1,1,D,6.0,1.0,1.0,1.0,5.0,4.0
08/12/2024,Wolfsburg,Mainz,4,3,H,3.0,5.0,3.0,4.0,5.0,5.0
13/12/2024,Freiburg,Wolfsburg,3,2,H,5.0,6.0,4.0,1.0,9.0,5.0
14/12/2024,Augsburg,Leverkusen,0,2,A,4.0,9.0,3.0,0.0,4.0,3.0
14/12/2024,M'gladbach,Holstein Kiel,4,1,H,5.0,2.0,1.0,1.0,6.0,3.0
14/12/2024,Mainz,Bayern Munich,2,1,H,3.0,2.0,3.0,2.0,4.0,1.0
14/12/2024,St Pauli,Werder Bremen,0,2,A,4.0,5.0,2.0,3.0,4.0,4.0
14/12/2024,Union Berlin,Bochum,0,2,A,,,,,,
15/12/2024,Dortmund,Hoffenheim,1,1,D,3.0,9.0,5.0,2.0,2.0,1.0
15/12/2024,Heidenheim,Stuttgart,1,3,A,9.0,6.0,4.0,3.0,2.0,7.0
15/12/2024,RB Leipzig,Ein Frankfurt,2,1,H,6.0,7.0,1.0,3.0,9.0,3.0
20/12/2024,Bayern Munich,RB Leipzig,5,1,H,8.0,1.0,5.0,2.0,9.0,1.0
21/12/2024,Ein Frankfurt,Mainz,1,3,A,17.0,2.0,1.0,1.0,9.0,3.0
21/12/2024,Hoffenheim,M'gladbach,1,2,A,8.0,4.0,0.0,0.0,8.0,3.0
21/12/2024,Holstein Kiel,Augsburg,5,1,H,3.0,8.0,0.0,4.0,6.0,4.0
21/12/2024,Leverkusen,Freiburg,5,1,H,4.0,2.0,1.0,2.0,12.0,2.0
21/12/2024,Stuttgart,St Pauli,0,1,A,9.0,1.0,2.0,2.0,5.0,5.0
21/12/2024,Werder Bremen,Union Berlin,4,1,H,4.0,9.0,2.0,2.0,6.0,4.0
22/12/2024,Bochum,Heidenheim,2,0,H,5.0,2.0,2.0,7.0,4.0,2.0
22/12/2024,Wolfsburg,Dortmund,1,3,A,10.0,4.0,3.0,2.0,5.0,4.0
10/01/2025,Dortmund,Leverkusen,2,3,A,6.0,1.0,1.0,2.0,5.0,5.0
11/01/2025,Freiburg,Holstein Kiel,3,2,H,7.0,1.0,2.0,3.0,5.0,7.0
11/01/2025,Heidenheim,Union Berlin,2,0,H,5.0,4.0,0.0,1.0,9.0,6.0
11/01/2025,Hoffenheim,Wolfsburg,0,1,A,4.0,8.0,1.0,2.0,2.0,3.0
11/01/2025,M'gladbach,Bayern Munich,0,1,A,4.0,10.0,3.0,1.0,0.0,10.0
11/01/2025,Mainz,Bochum,2,0,H,5.0,6.0,0.0,2.0,5.0,2.0
11/01/2025,St Pauli,Ein Frankfurt,0,1,A,3.0,3.0,0.0,3.0,4.0,6.0
12/01/2025,Augsburg,Stuttgart,0,1,A,3.0,9.0,5.0,1.0,2.0,5.0
12/01/2025,RB Leipzig,Werder Bremen,4,2,H,4.0,1.0,1.0,1.0,7.0,2.0
14/01/2025,Ein Frankfurt,Freiburg,4,1,H,8.0,1.0,1.0,1.0,8.0,5.0
14/01/2025,Holstein Kiel,Dortmund,4,2,H,1.0,9.0,2.0,2.0,7.0,4.0
14/01/2025,Leverkusen,Mainz,1,0,H,8.0,4.0,2.0,3.0,9.0,4.0
14/01/2025,Wolfsburg,M'gladbach,5,1,H,4.0,7.0,1.0,0.0,5.0,5.0
15/01/2025,Bayern Munich,Hoffenheim,5,0,H,13.0,1.0,1.0,1.0,10.0,2.0
15/01/2025,Bochum,St Pauli,1,0,H,6.0,7.0,1.0,3.0,5.0,1.0
15/01/2025,Stuttgart,RB Leipzig,2,1,H,5.0,0.0,2.0,7.0,6.0,3.0
15/01/2025,Union Berlin,Augsburg,0,2,A,7.0,4.0,1.0,2.0,2.0,5.0
15/01/2025,Werder Bremen,Heidenheim,3,3,D,4.0,2.0,5.0,3.0,5.0,5.0
17/01/2025,Ein Frankfurt,Dortmund,2,0,H,5.0,7.0,0.0,2.0,5.0,3.0
18/01/2025,Bayern Munich,Wolfsburg,3,2,H,6.0,2.0,2.0,3.0,10.0,3.0
18/01/2025,Bochum,RB Leipzig,3,3,D,6.0,3.0,4.0,0.0,3.0,3.0
18/01/2025,Heidenheim,St Pauli,0,2,A,4.0,4.0,1.0,2.0,1.0,4.0
18/01/2025,Holstein Kiel,Hoffenheim,1,3,A,4.0,3.0,2.0,1.0,3.0,6.0
18/01/2025,Leverkusen,M'gladbach,3,1,H,7.0,6.0,0.0,2.0,5.0,4.0
18/01/2025,Stuttgart,Freiburg,4,0,H,4.0,1.0,5.0,3.0,7.0,0.0
19/01/2025,Union Berlin,Mainz,2,1,H,2.0,2.0,2.0,2.0,4.0,1.0
19/01/2025,Werder Bremen,Augsburg,0,2,A,6.0,2.0,1.0,2.0,2.0,4.0
24/01/2025,Wolfsburg,Holstein Kiel,2,2,D,10.0,3.0,2.0,4.0,5.0,2.0
25/01/2025,Augsburg,Heidenheim,2,1,H,6.0,4.0,1.0,0.0,7.0,6.0
25/01/2025,Dortmund,Werder Bremen,2,2,D,5.0,5.0,1.0,4.0,4.0,4.0
25/01/2025,Freiburg,Bayern Munich,1,2,A,2.0,4.0,4.0,2.0,2.0,3.0
25/01/2025,M'gladbach,Bochum,3,0,H,8.0,7.0,1.0,3.0,6.0,4.0
25/01/2025,Mainz,Stuttgart,2,0,H,9.0,2.0,4.0,3.0,4.0,5.0
25/01/2025,RB Leipzig,Leverkusen,2,2,D,7.0,3.0,0.0,0.0,4.0,7.0
26/01/2025,Hoffenheim,Ein Frankfurt,2,2,D,9.0,3.0,3.0,0.0,8.0,7.0
26/01/2025,St Pauli,Union Berlin,3,0,H,5.0,7.0,0.0,3.0,5.0,2.0
31/01/2025,Werder Bremen,Mainz,1,0,H,3.0,8.0,8.0,4.0,5.0,2.0
01/02/2025,Bayern Munich,Holstein Kiel,4,3,H,12.0,1.0,1.0,1.0,12.0,6.0
01/02/2025,Bochum,Freiburg,0,1,A,9.0,7.0,3.0,2.0,4.0,5.0
01/02/2025,Heidenheim,Dortmund,1,2,A,4.0,5.0,0.0,0.0,5.0,5.0
01/02/2025,St Pauli,Augsburg,1,1,D,3.0,1.0,1.0,3.0,1.0,1.0
01/02/2025,Stuttgart,M'gladbach,1,2,A,2.0,0.0,2.0,2.0,3.0,6.0
01/02/2025,Union Berlin,RB Leipzig,0,0,D,4.0,5.0,3.0,2.0,6.0,2.0
02/02/2025,Ein Frankfurt,Wolfsburg,1,1,D,9.0,1.0,1.0,3.0,4.0,2.0
02/02/2025,Leverkusen,Hoffenheim,3,1,H,3.0,3.0,4.0,3.0,5.0,7.0
07/02/2025,Bayern Munich,Werder Bremen,3,0,H,5.0,2.0,1.0,3.0,12.0,0.0
08/02/2025,Dortmund,Stuttgart,1,2,A,9.0,4.0,5.0,2.0,5.0,2.0
08/02/2025,Freiburg,Heidenheim,1,0,H,6.0,3.0,3.0,1.0,3.0,5.0
08/02/2025,Hoffenheim,Union Berlin,0,4,A,8.0,4.0,2.0,1.0,4.0,7.0
08/02/2025,M'gladbach,Ein Frankfurt,1,1,D,6.0,1.0,3.0,3.0,3.0,7.0
08/02/2025,Mainz,Augsburg,0,0,D,1.0,3.0,3.0,3.0,5.0,2.0
08/02/2025,Wolfsburg,Leverkusen,0,0,D,3.0,9.0,2.0,3.0,8.0,1.0
09/02/2025,Holstein Kiel,Bochum,2,2,D,3.0,5.0,2.0,2.0,3.0,6.0
09/02/2025,RB Leipzig,St Pauli,2,0,H,5.0,4.0,2.0,2.0,6.0,4.0
14/02/2025,Augsburg,RB Leipzig,0,0,D,8.0,9.0,2.0,1.0,2.0,4.0
15/02/2025,Bochum,Dortmund,2,0,H,2.0,8.0,1.0,0.0,9.0,2.0
15/02/2025,Leverkusen,Bayern Munich,0,0,D,6.0,0.0,2.0,3.0,3.0,0.0
15/02/2025,St Pauli,Freiburg,0,1,A,2.0,6.0,1.0,0.0,1.0,4.0
15/02/2025,Stuttgart,Wolfsburg,1,2,A,7.0,5.0,3.0,4.0,4.0,3.0
15/02/2025,Union Berlin,M'gladbach,1,2,A,4.0,5.0,0.0,1.0,3.0,5.0
16/02/2025,Ein Frankfurt,Holstein Kiel,3,1,H,4.0,6.0,2.0,0.0,9.0,4.0
16/02/2025,Heidenheim,Mainz,0,2,A,8.0,4.0,1.0,3.0,3.0,5.0
16/02/2025,Werder Bremen,Hoffenheim,1,3,A,6.0,4.0,2.0,3.0,1.0,7.0
21/02/2025,Freiburg,Werder Bremen,5,0,H,3.0,7.0,3.0,0.0,8.0,3.0
22/02/2025,Dortmund,Union Berlin,6,0,H,5.0,3.0,2.0,2.0,8.0,1.0
22/02/2025,Holstein Kiel,Leverkusen,0,2,A,5.0,11.0,4.0,1.0,3.0,8.0
22/02/2025,M'gladbach,Augsburg,0,3,A,2.0,4.0,3.0,2.0,5.0,4.0
22/02/2025,Mainz,St Pauli,2,0,H,6.0,5.0,3.0,3.0,5.0,0.0
22/02/2025,Wolfsburg,Bochum,1,1,D,3.0,5.0,2.0,3.0,6.0,5.0
23/02/2025,Bayern Munich,Ein Frankfurt,4,0,H,4.0,1.0,1.0,1.0,12.0,2.0
23/02/2025,Hoffenheim,Stuttgart,1,1,D,4.0,8.0,0.0,0.0,2.0,7.0
