Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HC,AC,HY,AY,HST,AST,Referee
05/10/2024,Coventry,Sheffield Weds,1,2,A,6.0,6.0,4.0,3.0,2.0,5.0,D Whitestone
05/10/2024,Derby,QPR,2,0,H,6.0,9.0,1.0,1.0,5.0,3.0,D Webb
05/10/2024,Norwich,Hull,4,0,H,4.0,7.0,3.0,4.0,9.0,5.0,T Nield
05/10/2024,Plymouth,Blackburn,2,1,H,5.0,5.0,4.0,3.0,7.0,4.0,J Linington
05/10/2024,Portsmouth,Oxford,1,1,D,11.0,4.0,0.0,1.0,8.0,3.0,L Smith
05/10/2024,Sheffield United,Luton,2,0,H,5.0,6.0,2.0,1.0,7.0,2.0,J Brooks
05/10/2024,Swansea,Stoke,0,0,D,5.0,9.0,0.0,4.0,5.0,4.0,A Davies
05/10/2024,Watford,Middlesbrough,2,1,H,7.0,5.0,3.0,1.0,4.0,5.0,M Donohue
05/10/2024,West Brom,Millwall,0,0,D,5.0,2.0,2.0,3.0,3.0,4.0,W Finnie
06/10/2024,Bristol City,Cardiff,1,1,D,4.0,6.0,2.0,1.0,2.0,2.0,R Madley
18/10/2024,Leeds,Sheffield United,2,0,H,7.0,3.0,1.0,2.0,4.0,0.0,L Smith
19/10/2024,Blackburn,Swansea,1,0,H,3.0,8.0,1.0,2.0,3.0,2.0,D Webb
19/10/2024,Cardiff,Plymouth,5,0,H,9.0,1.0,3.0,1.0,11.0,2.0,A Kitchen
19/10/2024,Luton,Watford,3,0,H,11.0,4.0,3.0,2.0,5.0,1.0,S Martin
19/10/2024,Middlesbrough,Bristol City,0,2,A,7.0,0.0,5.0,3.0,2.0,3.0,S Allison
19/10/2024,Millwall,Derby,1,1,D,9.0,5.0,2.0,0.0,6.0,1.0,S Attwell
19/10/2024,Oxford,West Brom,1,1,D,5.0,8.0,3.0,1.0,3.0,3.0,L Doughty
19/10/2024,Preston,Coventry,1,0,H,9.0,9.0,4.0,0.0,3.0,1.0,J Smith
19/10/2024,QPR,Portsmouth,1,2,A,3.0,5.0,1.0,3.0,8.0,3.0,J Linington
19/10/2024,Sheffield Weds,Burnley,0,2,A,10.0,3.0,1.0,2.0,3.0,6.0,M Salisbury
19/10/2024,Stoke,Norwich,1,1,D,8.0,7.0,0.0,1.0,5.0,4.0,A Backhouse
20/10/2024,Hull,Sunderland,0,1,A,4.0,4.0,1.0,1.0,0.0,2.0,R Madley
22/10/2024,Cardiff,Portsmouth,2,0,H,12.0,5.0,2.0,2.0,10.0,2.0,O Langford
22/10/2024,Leeds,Watford,2,1,H,10.0,4.0,2.0,1.0,7.0,3.0,A Backhouse
22/10/2024,Oxford,Derby,1,1,D,1.0,6.0,1.0,5.0,3.0,4.0,G Ward
22/10/2024,Preston,Norwich,2,2,D,5.0,2.0,2.0,3.0,2.0,3.0,W Finnie
22/10/2024,QPR,Coventry,1,1,D,7.0,3.0,2.0,1.0,5.0,3.0,J Bell
22/10/2024,Sheffield Weds,Swansea,0,0,D,9.0,6.0,0.0,4.0,0.0,1.0,M Donohue
22/10/2024,Stoke,Bristol City,2,2,D,6.0,13.0,3.0,1.0,6.0,10.0,D Webb
23/10/2024,Blackburn,West Brom,0,0,D,4.0,4.0,2.0,0.0,2.0,4.0,J Busby
23/10/2024,Hull,Burnley,1,1,D,4.0,8.0,0.0,1.0,2.0,5.0,D Whitestone
23/10/2024,Luton,Sunderland,1,2,A,10.0,3.0,2.0,4.0,4.0,5.0,T Nield
23/10/2024,Middlesbrough,Sheffield United,1,0,H,8.0,6.0,0.0,1.0,6.0,5.0,A Davies
23/10/2024,Millwall,Plymouth,1,0,H,6.0,2.0,5.0,1.0,6.0,2.0,S Allison
25/10/2024,Portsmouth,Sheffield Weds,1,2,A,7.0,7.0,1.0,3.0,2.0,3.0,T Robinson
26/10/2024,Bristol City,Leeds,0,0,D,7.0,6.0,1.0,3.0,0.0,5.0,J Linington
26/10/2024,Burnley,QPR,0,0,D,16.0,1.0,0.0,1.0,4.0,0.0,A Kitchen
26/10/2024,Coventry,Luton,3,2,H,11.0,5.0,2.0,3.0,10.0,5.0,R Madley
26/10/2024,Derby,Hull,1,1,D,5.0,3.0,1.0,4.0,3.0,5.0,T Nield
26/10/2024,Plymouth,Preston,3,3,D,2.0,1.0,0.0,3.0,6.0,8.0,A Davies
26/10/2024,Sheffield United,Stoke,2,0,H,5.0,3.0,4.0,2.0,6.0,3.0,B Toner
26/10/2024,Sunderland,Oxford,2,0,H,8.0,2.0,2.0,2.0,6.0,2.0,O Langford
26/10/2024,Swansea,Millwall,0,1,A,10.0,6.0,1.0,4.0,5.0,2.0,J Busby
26/10/2024,Watford,Blackburn,1,0,H,6.0,3.0,5.0,4.0,1.0,2.0,D England
26/10/2024,West Brom,Cardiff,0,0,D,12.0,1.0,4.0,3.0,4.0,0.0,J Smith
27/10/2024,Norwich,Middlesbrough,3,3,D,3.0,2.0,2.0,3.0,3.0,8.0,J Bell
01/11/2024,Luton,West Brom,1,1,D,6.0,3.0,1.0,2.0,5.0,3.0,D Whitestone
02/11/2024,Blackburn,Sheffield United,0,2,A,5.0,8.0,1.0,2.0,0.0,9.0,O Langford
02/11/2024,Cardiff,Norwich,2,1,H,4.0,4.0,3.0,2.0,5.0,6.0,L Smith
02/11/2024,Hull,Portsmouth,1,1,D,5.0,3.0,1.0,4.0,3.0,5.0,A Backhouse
02/11/2024,Leeds,Plymouth,3,0,H,9.0,0.0,0.0,0.0,7.0,0.0,D Webb
02/11/2024,Middlesbrough,Coventry,0,3,A,6.0,8.0,1.0,3.0,1.0,4.0,T Bramall
02/11/2024,Oxford,Swansea,1,2,A,1.0,8.0,1.0,1.0,2.0,5.0,M Salisbury
02/11/2024,Preston,Bristol City,1,3,A,4.0,1.0,4.0,3.0,2.0,3.0,G Eltringham
02/11/2024,QPR,Sunderland,0,0,D,6.0,6.0,1.0,2.0,3.0,1.0,B Toner
02/11/2024,Sheffield Weds,Watford,2,6,A,6.0,2.0,3.0,3.0,6.0,8.0,S Allison
02/11/2024,Stoke,Derby,2,1,H,9.0,4.0,2.0,3.0,4.0,3.0,J Smith
03/11/2024,Millwall,Burnley,1,0,H,2.0,3.0,2.0,2.0,3.0,0.0,G Ward
05/11/2024,Bristol City,Sheffield United,1,2,A,2.0,5.0,0.0,2.0,2.0,4.0,J Busby
05/11/2024,Oxford,Hull,1,0,H,2.0,6.0,2.0,1.0,2.0,2.0,W Finnie
05/11/2024,Plymouth,Portsmouth,1,0,H,5.0,6.0,4.0,2.0,4.0,4.0,J Bell
05/11/2024,QPR,Middlesbrough,1,4,A,8.0,5.0,0.0,2.0,5.0,8.0,O Langford
05/11/2024,Sheffield Weds,Norwich,2,0,H,2.0,5.0,0.0,0.0,5.0,3.0,S Martin
05/11/2024,Swansea,Watford,1,0,H,6.0,8.0,3.0,2.0,3.0,0.0,J Smith
06/11/2024,Blackburn,Stoke,0,2,A,9.0,4.0,1.0,2.0,8.0,7.0,A Davies
06/11/2024,Coventry,Derby,1,2,A,9.0,6.0,0.0,2.0,3.0,1.0,J Linington
06/11/2024,Luton,Cardiff,1,0,H,6.0,6.0,2.0,1.0,3.0,3.0,M Donohue
06/11/2024,Millwall,Leeds,1,0,H,2.0,12.0,2.0,1.0,3.0,4.0,L Doughty
06/11/2024,Preston,Sunderland,0,0,D,4.0,4.0,2.0,1.0,2.0,2.0,L Smith
07/11/2024,West Brom,Burnley,0,0,D,2.0,8.0,3.0,3.0,1.0,4.0,T Nield
08/11/2024,Watford,Oxford,1,0,H,11.0,4.0,5.0,2.0,8.0,3.0,A Backhouse
09/11/2024,Cardiff,Blackburn,1,3,A,12.0,1.0,0.0,3.0,8.0,7.0,G Ward
09/11/2024,Derby,Plymouth,1,1,D,8.0,3.0,1.0,4.0,4.0,2.0,S Hooper
09/11/2024,Leeds,QPR,2,0,H,7.0,1.0,1.0,2.0,6.0,0.0,M Donohue
09/11/2024,Middlesbrough,Luton,5,1,H,1.0,1.0,1.0,4.0,6.0,3.0,T Harrington
09/11/2024,Norwich,Bristol City,0,2,A,3.0,3.0,2.0,0.0,3.0,2.0,F Hallam
09/11/2024,Portsmouth,Preston,3,1,H,11.0,5.0,1.0,0.0,6.0,1.0,J Busby
09/11/2024,Stoke,Millwall,1,1,D,9.0,2.0,2.0,2.0,3.0,1.0,J Bell
09/11/2024,Sunderland,Coventry,2,2,D,2.0,7.0,3.0,4.0,5.0,3.0,L Doughty
10/11/2024,Burnley,Swansea,1,0,H,5.0,1.0,1.0,3.0,7.0,4.0,D Webb
10/11/2024,Hull,West Brom,1,2,A,4.0,3.0,1.0,2.0,3.0,3.0,A Kitchen
10/11/2024,Sheffield United,Sheffield Weds,1,0,H,5.0,6.0,1.0,3.0,1.0,0.0,L Smith
22/11/2024,Plymouth,Watford,2,2,D,2.0,8.0,2.0,1.0,3.0,5.0,A Davies
23/11/2024,Bristol City,Burnley,0,1,A,8.0,3.0,3.0,4.0,2.0,5.0,R Madley
23/11/2024,Coventry,Sheffield United,2,2,D,12.0,2.0,4.0,2.0,6.0,2.0,D Bond
23/11/2024,Luton,Hull,1,0,H,10.0,4.0,2.0,1.0,2.0,2.0,T Bramall
23/11/2024,Millwall,Sunderland,1,1,D,10.0,2.0,1.0,2.0,5.0,6.0,J Busby
23/11/2024,Oxford,Middlesbrough,2,6,A,6.0,9.0,1.0,3.0,7.0,12.0,J Smith
23/11/2024,Preston,Derby,1,1,D,7.0,3.0,2.0,2.0,3.0,1.0,D Webb
23/11/2024,QPR,Stoke,1,1,D,10.0,4.0,3.0,2.0,5.0,5.0,G Ward
23/11/2024,Sheffield Weds,Cardiff,1,1,D,6.0,2.0,0.0,1.0,3.0,4.0,A Kitchen
23/11/2024,West Brom,Norwich,2,2,D,11.0,2.0,1.0,2.0,6.0,5.0,L Smith
24/11/2024,Swansea,Leeds,3,4,A,1.0,2.0,1.0,2.0,5.0,4.0,D Whitestone
26/11/2024,Burnley,Coventry,2,0,H,6.0,2.0,0.0,1.0,3.0,1.0,A Backhouse
26/11/2024,Hull,Sheffield Weds,0,2,A,4.0,6.0,1.0,2.0,3.0,4.0,O Langford
26/11/2024,Norwich,Plymouth,6,1,H,8.0,4.0,0.0,1.0,10.0,4.0,S Gill
26/11/2024,Sheffield United,Oxford,3,0,H,7.0,7.0,1.0,1.0,8.0,3.0,L Doughty
26/11/2024,Stoke,Preston,0,0,D,8.0,10.0,1.0,1.0,1.0,3.0,M Donohue
26/11/2024,Sunderland,West Brom,0,0,D,13.0,2.0,0.0,0.0,2.0,0.0,R Madley
26/11/2024,Watford,Bristol City,1,0,H,3.0,6.0,2.0,2.0,1.0,5.0,J Linington
27/11/2024,Cardiff,QPR,0,2,A,14.0,4.0,0.0,1.0,7.0,5.0,S Martin
27/11/2024,Derby,Swansea,1,2,A,6.0,2.0,3.0,1.0,7.0,2.0,B Toner
27/11/2024,Leeds,Luton,3,0,H,9.0,1.0,1.0,2.0,11.0,4.0,S Allison
27/11/2024,Middlesbrough,Blackburn,0,1,A,5.0,3.0,1.0,0.0,2.0,2.0,J Bell
29/11/2024,Sheffield United,Sunderland,1,0,H,8.0,8.0,4.0,2.0,4.0,2.0,G Ward
30/11/2024,Blackburn,Leeds,1,0,H,3.0,9.0,2.0,2.0,2.0,5.0,L Smith
30/11/2024,Bristol City,Plymouth,4,0,H,5.0,2.0,1.0,3.0,12.0,2.0,T Robinson
30/11/2024,Coventry,Cardiff,2,2,D,5.0,1.0,1.0,5.0,6.0,4.0,J Bell
30/11/2024,Middlesbrough,Hull,3,1,H,7.0,6.0,1.0,2.0,9.0,3.0,A Martin
30/11/2024,Norwich,Luton,4,2,H,6.0,5.0,1.0,2.0,6.0,3.0,J Smith
30/11/2024,Oxford,Millwall,1,1,D,2.0,11.0,0.0,4.0,3.0,3.0,A Backhouse
30/11/2024,Preston,West Brom,1,1,D,7.0,4.0,2.0,1.0,6.0,3.0,T Bramall
30/11/2024,Stoke,Burnley,0,2,A,6.0,4.0,2.0,0.0,5.0,4.0,O Langford
30/11/2024,Swansea,Portsmouth,2,2,D,9.0,1.0,2.0,4.0,6.0,4.0,W Finnie
30/11/2024,Watford,QPR,0,0,D,7.0,5.0,2.0,3.0,6.0,1.0,A Kitchen
01/12/2024,Derby,Sheffield Weds,1,2,A,7.0,5.0,5.0,1.0,4.0,2.0,J Busby
06/12/2024,Burnley,Middlesbrough,1,1,D,11.0,3.0,1.0,0.0,4.0,5.0,A Kitchen
07/12/2024,Hull,Blackburn,0,1,A,9.0,2.0,2.0,4.0,6.0,1.0,T Kirk
07/12/2024,Leeds,Derby,2,0,H,10.0,2.0,0.0,1.0,6.0,1.0,M Donohue
07/12/2024,Luton,Swansea,1,1,D,5.0,8.0,0.0,0.0,2.0,10.0,J Bell
07/12/2024,Millwall,Coventry,0,1,A,7.0,8.0,2.0,1.0,0.0,3.0,T Bramall
07/12/2024,Portsmouth,Bristol City,3,0,H,6.0,7.0,3.0,3.0,8.0,2.0,S Gill
07/12/2024,QPR,Norwich,3,0,H,2.0,10.0,5.0,2.0,5.0,1.0,A Backhouse
07/12/2024,Sheffield Weds,Preston,1,1,D,6.0,3.0,4.0,2.0,4.0,7.0,R Madley
07/12/2024,Sunderland,Stoke,2,1,H,9.0,4.0,0.0,0.0,10.0,3.0,C Pawson
08/12/2024,West Brom,Sheffield United,2,2,D,6.0,5.0,2.0,4.0,4.0,5.0,D Webb
10/12/2024,Burnley,Derby,0,0,D,6.0,2.0,1.0,1.0,4.0,1.0,A Davies
10/12/2024,Leeds,Middlesbrough,3,1,H,7.0,4.0,1.0,2.0,5.0,2.0,B Toner
10/12/2024,Luton,Stoke,2,1,H,10.0,4.0,1.0,2.0,8.0,4.0,T Nield
10/12/2024,Plymouth,Swansea,1,2,A,6.0,3.0,0.0,3.0,2.0,2.0,S Martin
10/12/2024,Portsmouth,Norwich,0,0,D,8.0,3.0,3.0,5.0,1.0,4.0,A Kitchen
10/12/2024,Sheffield Weds,Blackburn,0,1,A,8.0,3.0,0.0,2.0,4.0,3.0,J Smith
10/12/2024,Sunderland,Bristol City,1,1,D,8.0,4.0,2.0,5.0,5.0,2.0,D Whitestone
11/12/2024,Cardiff,Preston,0,2,A,7.0,2.0,2.0,5.0,4.0,4.0,J Linington
11/12/2024,Hull,Watford,1,1,D,6.0,2.0,2.0,3.0,4.0,2.0,L Doughty
11/12/2024,Millwall,Sheffield United,0,1,A,7.0,3.0,0.0,2.0,3.0,1.0,M Donohue
11/12/2024,QPR,Oxford,2,0,H,0.0,4.0,2.0,2.0,4.0,1.0,A Herczeg
11/12/2024,West Brom,Coventry,2,0,H,9.0,9.0,1.0,1.0,2.0,4.0,J Busby
13/12/2024,Derby,Portsmouth,4,0,H,5.0,3.0,0.0,1.0,7.0,0.0,O Langford
14/12/2024,Blackburn,Luton,2,0,H,4.0,4.0,3.0,2.0,6.0,4.0,M Salisbury
14/12/2024,Bristol City,QPR,1,1,D,10.0,3.0,1.0,2.0,5.0,2.0,L Smith
14/12/2024,Coventry,Hull,2,1,H,10.0,2.0,3.0,3.0,7.0,4.0,R Madley
14/12/2024,Middlesbrough,Millwall,1,0,H,3.0,4.0,2.0,2.0,2.0,4.0,G Eltringham
14/12/2024,Oxford,Sheffield Weds,1,3,A,7.0,11.0,0.0,1.0,5.0,9.0,S Martin
14/12/2024,Preston,Leeds,1,1,D,2.0,8.0,3.0,1.0,2.0,4.0,J Busby
14/12/2024,Sheffield United,Plymouth,2,0,H,2.0,3.0,0.0,2.0,3.0,4.0,F Hallam
14/12/2024,Stoke,Cardiff,2,2,D,4.0,4.0,4.0,1.0,5.0,4.0,J Smith
14/12/2024,Swansea,Sunderland,2,3,A,2.0,4.0,1.0,4.0,4.0,5.0,A Davies
15/12/2024,Norwich,Burnley,1,2,A,6.0,5.0,3.0,1.0,6.0,5.0,A Madley
15/12/2024,Watford,West Brom,2,1,H,4.0,5.0,2.0,3.0,7.0,6.0,G Ward
20/12/2024,Luton,Derby,2,1,H,7.0,4.0,1.0,3.0,5.0,3.0,A Kitchen
21/12/2024,Burnley,Watford,2,1,H,7.0,3.0,3.0,1.0,5.0,2.0,J Linington
21/12/2024,Cardiff,Sheffield United,0,2,A,3.0,6.0,3.0,1.0,2.0,5.0,D Bond
21/12/2024,Hull,Swansea,2,1,H,3.0,5.0,2.0,2.0,5.0,2.0,T Bramall
21/12/2024,Leeds,Oxford,4,0,H,5.0,0.0,0.0,1.0,9.0,0.0,J Bell
21/12/2024,Millwall,Blackburn,1,0,H,6.0,4.0,0.0,2.0,4.0,1.0,D Webb
21/12/2024,Plymouth,Middlesbrough,3,3,D,3.0,6.0,2.0,2.0,5.0,6.0,W Finnie
21/12/2024,Portsmouth,Coventry,4,1,H,10.0,2.0,1.0,0.0,7.0,3.0,D Whitestone
21/12/2024,QPR,Preston,2,1,H,5.0,1.0,1.0,0.0,4.0,2.0,M Donohue
21/12/2024,Sheffield Weds,Stoke,2,0,H,6.0,6.0,2.0,2.0,4.0,4.0,S Allison
21/12/2024,Sunderland,Norwich,2,1,H,4.0,2.0,5.0,3.0,4.0,4.0,L Doughty
22/12/2024,West Brom,Bristol City,2,0,H,6.0,1.0,2.0,3.0,4.0,2.0,T Kirk
26/12/2024,Blackburn,Sunderland,2,2,D,5.0,4.0,2.0,3.0,3.0,4.0,R Madley
26/12/2024,Bristol City,Luton,1,0,H,5.0,4.0,2.0,1.0,3.0,2.0,P Bankes
26/12/2024,Coventry,Plymouth,4,0,H,4.0,4.0,0.0,1.0,9.0,1.0,A Herczeg
26/12/2024,Derby,West Brom,2,1,H,5.0,3.0,1.0,1.0,4.0,3.0,J Gillett
26/12/2024,Middlesbrough,Sheffield Weds,3,3,D,1.0,9.0,0.0,2.0,4.0,5.0,A Backhouse
26/12/2024,Norwich,Millwall,2,1,H,4.0,2.0,2.0,1.0,4.0,2.0,T Nield
26/12/2024,Oxford,Cardiff,3,2,H,3.0,0.0,1.0,1.0,5.0,3.0,G Ward
26/12/2024,Preston,Hull,1,0,H,2.0,2.0,3.0,1.0,2.0,4.0,J Smith
26/12/2024,Sheffield United,Burnley,0,2,A,6.0,5.0,3.0,1.0,3.0,4.0,O Langford
26/12/2024,Stoke,Leeds,0,2,A,1.0,7.0,4.0,0.0,2.0,5.0,S Martin
26/12/2024,Swansea,QPR,3,0,H,3.0,3.0,2.0,3.0,8.0,0.0,B Toner
26/12/2024,Watford,Portsmouth,2,1,H,11.0,5.0,1.0,6.0,6.0,1.0,G Eltringham
29/12/2024,Blackburn,Hull,0,1,A,8.0,3.0,3.0,0.0,2.0,3.0,D Whitestone
29/12/2024,Bristol City,Portsmouth,3,0,H,10.0,4.0,1.0,1.0,7.0,2.0,J Busby
29/12/2024,Coventry,Millwall,0,0,D,5.0,5.0,0.0,1.0,1.0,2.0,A Kitchen
29/12/2024,Derby,Leeds,0,1,A,2.0,9.0,1.0,1.0,1.0,6.0,A Davies
29/12/2024,Middlesbrough,Burnley,0,0,D,1.0,4.0,1.0,3.0,3.0,1.0,J Smith
29/12/2024,Norwich,QPR,1,1,D,4.0,4.0,1.0,4.0,4.0,0.0,S Barrott
29/12/2024,Oxford,Plymouth,2,0,H,9.0,6.0,0.0,2.0,5.0,2.0,D Webb
29/12/2024,Preston,Sheffield Weds,3,1,H,3.0,6.0,0.0,2.0,7.0,3.0,S Gill
29/12/2024,Sheffield United,West Brom,1,1,D,2.0,2.0,3.0,2.0,2.0,6.0,S Attwell
29/12/2024,Stoke,Sunderland,1,0,H,4.0,12.0,5.0,2.0,4.0,7.0,J Bell
29/12/2024,Swansea,Luton,2,1,H,8.0,1.0,1.0,2.0,9.0,1.0,F Hallam
29/12/2024,Watford,Cardiff,1,2,A,4.0,2.0,2.0,3.0,1.0,3.0,S Allison
01/01/2025,Burnley,Stoke,0,0,D,6.0,2.0,1.0,4.0,2.0,3.0,G Ward
01/01/2025,Cardiff,Coventry,1,1,D,6.0,9.0,2.0,0.0,2.0,7.0,G Eltringham
01/01/2025,Hull,Middlesbrough,0,1,A,3.0,7.0,2.0,1.0,0.0,6.0,L Doughty
01/01/2025,Leeds,Blackburn,1,1,D,8.0,3.0,2.0,4.0,4.0,2.0,O Langford
01/01/2025,Luton,Norwich,0,1,A,9.0,5.0,1.0,1.0,3.0,2.0,J Gillett
01/01/2025,Millwall,Oxford,0,1,A,3.0,4.0,0.0,1.0,4.0,2.0,R Ricardo
01/01/2025,Plymouth,Bristol City,2,2,D,1.0,6.0,1.0,0.0,7.0,6.0,T Robinson
01/01/2025,Portsmouth,Swansea,4,0,H,6.0,6.0,1.0,0.0,6.0,3.0,J Linington
01/01/2025,QPR,Watford,3,1,H,2.0,6.0,4.0,4.0,5.0,3.0,S Martin
01/01/2025,Sheffield Weds,Derby,4,2,H,4.0,11.0,1.0,2.0,8.0,8.0,L Smith
01/01/2025,Sunderland,Sheffield United,2,1,H,4.0,10.0,4.0,1.0,6.0,3.0,M Donohue
01/01/2025,West Brom,Preston,3,1,H,3.0,5.0,1.0,4.0,7.0,5.0,R Madley
04/01/2025,Blackburn,Burnley,0,1,A,10.0,0.0,2.0,2.0,1.0,2.0,A Kitchen
04/01/2025,Bristol City,Derby,1,0,H,6.0,7.0,3.0,1.0,2.0,3.0,W Finnie
04/01/2025,Hull,Leeds,3,3,D,5.0,7.0,0.0,1.0,6.0,9.0,A Backhouse
04/01/2025,Middlesbrough,Cardiff,1,1,D,4.0,4.0,2.0,3.0,3.0,2.0,T Nield
04/01/2025,Norwich,Coventry,2,1,H,9.0,1.0,1.0,2.0,9.0,2.0,J Bell
04/01/2025,Preston,Oxford,1,1,D,4.0,2.0,3.0,3.0,5.0,3.0,B Toner
04/01/2025,Sheffield Weds,Millwall,2,2,D,4.0,2.0,1.0,3.0,2.0,6.0,R Jones
04/01/2025,Stoke,Plymouth,0,0,D,6.0,3.0,1.0,2.0,3.0,1.0,D Whitestone
04/01/2025,Swansea,West Brom,1,1,D,5.0,6.0,2.0,4.0,2.0,4.0,S Allison
04/01/2025,Watford,Sheffield United,1,2,A,4.0,0.0,2.0,1.0,4.0,6.0,D Webb
05/01/2025,Sunderland,Portsmouth,1,0,H,7.0,3.0,1.0,2.0,8.0,1.0,T Bramall
06/01/2025,QPR,Luton,2,1,H,3.0,4.0,1.0,1.0,6.0,4.0,A Davies
14/01/2025,Cardiff,Watford,1,1,D,7.0,3.0,1.0,2.0,4.0,2.0,O Langford
14/01/2025,Plymouth,Oxford,1,1,D,6.0,3.0,1.0,1.0,2.0,3.0,S Allison
15/01/2025,Blackburn,Portsmouth,3,0,H,5.0,6.0,1.0,3.0,6.0,2.0,F Hallam
17/01/2025,Burnley,Sunderland,0,0,D,5.0,4.0,3.0,2.0,4.0,3.0,A Backhouse
18/01/2025,Cardiff,Swansea,3,0,H,3.0,6.0,1.0,4.0,6.0,2.0,J Bell
18/01/2025,Coventry,Bristol City,1,0,H,3.0,5.0,0.0,0.0,4.0,2.0,R Madley
18/01/2025,Derby,Watford,0,2,A,4.0,8.0,1.0,3.0,3.0,5.0,A Herczeg
18/01/2025,Luton,Preston,0,0,D,3.0,1.0,3.0,2.0,4.0,0.0,T Robinson
18/01/2025,Millwall,Hull,0,1,A,1.0,3.0,1.0,1.0,1.0,2.0,S Martin
18/01/2025,Oxford,Blackburn,1,0,H,4.0,3.0,1.0,3.0,7.0,4.0,W Finnie
18/01/2025,Plymouth,QPR,0,1,A,8.0,6.0,1.0,3.0,1.0,7.0,D Bond
18/01/2025,Portsmouth,Middlesbrough,2,1,H,7.0,5.0,1.0,2.0,5.0,5.0,G Ward
18/01/2025,Sheffield United,Norwich,2,0,H,7.0,6.0,1.0,2.0,6.0,0.0,J Smith
18/01/2025,West Brom,Stoke,1,1,D,12.0,0.0,2.0,0.0,4.0,2.0,J Linington
19/01/2025,Leeds,Sheffield Weds,3,0,H,9.0,6.0,1.0,2.0,5.0,3.0,D Webb
21/01/2025,Blackburn,Coventry,0,2,A,4.0,4.0,0.0,1.0,7.0,4.0,O Langford
21/01/2025,Derby,Sunderland,0,1,A,8.0,4.0,1.0,1.0,3.0,3.0,S Allison
21/01/2025,Hull,QPR,1,2,A,4.0,3.0,3.0,1.0,3.0,4.0,B Speedie
21/01/2025,Middlesbrough,West Brom,2,0,H,5.0,5.0,1.0,0.0,4.0,1.0,A Kitchen
21/01/2025,Millwall,Cardiff,2,2,D,4.0,2.0,0.0,0.0,3.0,5.0,D Webb
21/01/2025,Oxford,Luton,3,2,H,6.0,5.0,3.0,3.0,5.0,3.0,S Martin
21/01/2025,Swansea,Sheffield United,1,2,A,1.0,2.0,3.0,4.0,5.0,3.0,D Whitestone
21/01/2025,Watford,Preston,1,2,A,4.0,2.0,0.0,2.0,4.0,8.0,T Nield
22/01/2025,Leeds,Norwich,2,0,H,9.0,4.0,4.0,2.0,7.0,0.0,M Donohue
22/01/2025,Plymouth,Burnley,0,5,A,1.0,5.0,1.0,0.0,1.0,9.0,J Busby
22/01/2025,Portsmouth,Stoke,3,1,H,7.0,1.0,2.0,5.0,7.0,2.0,J Smith
22/01/2025,Sheffield Weds,Bristol City,2,2,D,7.0,4.0,2.0,2.0,5.0,3.0,J Linington
24/01/2025,Sheffield United,Hull,0,3,A,11.0,1.0,0.0,2.0,2.0,5.0,A Kitchen
25/01/2025,Bristol City,Blackburn,2,1,H,1.0,7.0,1.0,4.0,5.0,3.0,M Donohue
25/01/2025,Cardiff,Derby,2,1,H,5.0,10.0,2.0,1.0,9.0,6.0,D Whitestone
25/01/2025,Coventry,Watford,2,1,H,5.0,3.0,3.0,4.0,2.0,3.0,M Coy
25/01/2025,Luton,Millwall,0,1,A,7.0,5.0,2.0,4.0,2.0,6.0,G Ward
25/01/2025,Norwich,Swansea,5,1,H,7.0,8.0,2.0,1.0,8.0,3.0,T Bramall
25/01/2025,Preston,Middlesbrough,2,1,H,6.0,4.0,3.0,1.0,4.0,6.0,J Busby
25/01/2025,QPR,Sheffield Weds,0,2,A,12.0,6.0,2.0,1.0,2.0,5.0,S Allison
25/01/2025,Stoke,Oxford,0,0,D,5.0,5.0,3.0,4.0,4.0,4.0,F Hallam
25/01/2025,Sunderland,Plymouth,2,2,D,7.0,2.0,1.0,4.0,5.0,3.0,O Langford
25/01/2025,West Brom,Portsmouth,5,1,H,7.0,5.0,0.0,3.0,11.0,4.0,J Gillett
27/01/2025,Burnley,Leeds,0,0,D,1.0,5.0,0.0,3.0,0.0,1.0,J Smith
28/01/2025,Portsmouth,Millwall,0,1,A,7.0,3.0,0.0,2.0,3.0,1.0,D Whitestone
31/01/2025,Blackburn,Preston,2,1,H,7.0,4.0,1.0,1.0,2.0,2.0,J Smith
01/02/2025,Derby,Sheffield United,0,1,A,2.0,2.0,1.0,1.0,2.0,3.0,T Nield
01/02/2025,Hull,Stoke,1,2,A,8.0,4.0,1.0,1.0,8.0,5.0,W Finnie
01/02/2025,Leeds,Cardiff,7,0,H,14.0,1.0,0.0,2.0,12.0,2.0,M Salisbury
01/02/2025,Millwall,QPR,2,1,H,2.0,11.0,1.0,2.0,4.0,5.0,J Busby
01/02/2025,Oxford,Bristol City,1,1,D,5.0,3.0,4.0,2.0,4.0,2.0,O Langford
01/02/2025,Plymouth,West Brom,2,1,H,2.0,5.0,0.0,1.0,4.0,4.0,D Whitestone
01/02/2025,Portsmouth,Burnley,0,0,D,3.0,3.0,3.0,1.0,3.0,6.0,D Webb
01/02/2025,Sheffield Weds,Luton,1,1,D,9.0,5.0,1.0,1.0,4.0,1.0,B Toner
01/02/2025,Swansea,Coventry,0,2,A,8.0,2.0,2.0,0.0,1.0,5.0,S Allison
01/02/2025,Watford,Norwich,0,1,A,4.0,6.0,3.0,0.0,1.0,5.0,L Smith
