Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HC,AC,HY,AY,HST,AST,Referee
07/10/2023,Southampton,Rotherham,1,1,D,12.0,4.0,2.0,6.0,10.0,2.0,J Busby
07/10/2023,Sunderland,Middlesbrough,0,4,A,4.0,8.0,3.0,2.0,3.0,7.0,J Gillett
21/10/2023,Blackburn,Cardiff,1,0,H,4.0,6.0,2.0,1.0,1.0,2.0,R Madley
21/10/2023,Bristol City,Coventry,1,0,H,2.0,15.0,2.0,3.0,3.0,1.0,D Webb
21/10/2023,Huddersfield,QPR,2,1,H,2.0,9.0,2.0,2.0,4.0,2.0,G Ward
21/10/2023,Hull,Southampton,1,2,A,7.0,9.0,4.0,3.0,3.0,5.0,G Eltringham
21/10/2023,Middlesbrough,Birmingham,1,0,H,12.0,0.0,3.0,3.0,10.0,3.0,R Welch
21/10/2023,Norwich,Leeds,2,3,A,7.0,7.0,2.0,3.0,4.0,8.0,J Busby
21/10/2023,Preston,Millwall,1,1,D,5.0,2.0,4.0,1.0,2.0,4.0,M Donohue
21/10/2023,Stoke,Sunderland,2,1,H,6.0,2.0,5.0,4.0,4.0,7.0,G Scott
21/10/2023,Swansea,Leicester,1,3,A,3.0,3.0,2.0,3.0,4.0,7.0,A Backhouse
21/10/2023,Watford,Sheffield Weds,1,0,H,4.0,5.0,2.0,1.0,3.0,2.0,D Whitestone
21/10/2023,West Brom,Plymouth,0,0,D,10.0,5.0,2.0,7.0,2.0,2.0,S Martin
24/10/2023,Huddersfield,Cardiff,0,4,A,9.0,6.0,1.0,3.0,6.0,7.0,A Backhouse
24/10/2023,Leicester,Sunderland,1,0,H,5.0,5.0,4.0,3.0,5.0,3.0,K Stroud
24/10/2023,Millwall,Blackburn,1,2,A,11.0,3.0,0.0,1.0,3.0,6.0,A Davies
24/10/2023,Norwich,Middlesbrough,1,2,A,4.0,7.0,2.0,2.0,2.0,8.0,S Hooper
24/10/2023,Swansea,Watford,0,1,A,6.0,4.0,0.0,3.0,3.0,5.0,A Kitchen
24/10/2023,West Brom,QPR,2,0,H,6.0,2.0,1.0,3.0,4.0,0.0,J Bell
25/10/2023,Birmingham,Hull,0,2,A,6.0,5.0,2.0,1.0,4.0,8.0,J Busby
25/10/2023,Bristol City,Ipswich,0,1,A,5.0,2.0,0.0,4.0,4.0,6.0,J Smith
25/10/2023,Plymouth,Sheffield Weds,3,0,H,1.0,7.0,2.0,1.0,6.0,2.0,J Linington
25/10/2023,Preston,Southampton,2,2,D,7.0,2.0,3.0,2.0,5.0,5.0,J Simpson
25/10/2023,Rotherham,Coventry,2,0,H,6.0,16.0,2.0,1.0,7.0,7.0,L Smith
25/10/2023,Stoke,Leeds,1,0,H,5.0,3.0,1.0,3.0,4.0,3.0,P Tierney
28/10/2023,Blackburn,Swansea,0,1,A,6.0,5.0,5.0,3.0,6.0,4.0,S Martin
28/10/2023,Cardiff,Bristol City,2,0,H,4.0,3.0,1.0,2.0,7.0,1.0,D England
28/10/2023,Hull,Preston,1,0,H,7.0,2.0,3.0,3.0,6.0,4.0,K Stroud
28/10/2023,Ipswich,Plymouth,3,2,H,11.0,3.0,4.0,2.0,4.0,6.0,G Ward
28/10/2023,Leeds,Huddersfield,4,1,H,4.0,2.0,0.0,4.0,5.0,2.0,J Bell
28/10/2023,Middlesbrough,Stoke,0,2,A,8.0,4.0,2.0,2.0,3.0,6.0,A Kitchen
28/10/2023,QPR,Leicester,1,2,A,1.0,8.0,1.0,2.0,3.0,5.0,L Doughty
28/10/2023,Southampton,Birmingham,3,1,H,4.0,4.0,0.0,4.0,5.0,2.0,D Webb
28/10/2023,Sunderland,Norwich,3,1,H,7.0,1.0,4.0,4.0,8.0,2.0,A Backhouse
28/10/2023,Watford,Millwall,2,2,D,7.0,2.0,3.0,3.0,6.0,4.0,K Stroud
29/10/2023,Sheffield Weds,Rotherham,2,0,H,4.0,3.0,2.0,3.0,5.0,0.0,A Davies
30/10/2023,Coventry,West Brom,0,2,A,5.0,5.0,2.0,6.0,3.0,3.0,P Bankes
03/11/2023,Leicester,Leeds,0,1,A,7.0,6.0,1.0,2.0,1.0,6.0,D Whitestone
04/11/2023,Birmingham,Ipswich,2,2,D,7.0,8.0,3.0,1.0,3.0,7.0,L Doughty
04/11/2023,Bristol City,Sheffield Weds,1,0,H,8.0,7.0,3.0,1.0,7.0,2.0,L Smith
04/11/2023,Huddersfield,Watford,0,0,D,1.0,3.0,0.0,2.0,2.0,3.0,S Gill
04/11/2023,Millwall,Southampton,0,1,A,5.0,12.0,2.0,2.0,1.0,8.0,J Linington
04/11/2023,Plymouth,Middlesbrough,3,3,D,8.0,6.0,2.0,3.0,5.0,11.0,D England
04/11/2023,Preston,Coventry,3,2,H,6.0,8.0,2.0,2.0,7.0,8.0,A Taylor
04/11/2023,Rotherham,QPR,1,1,D,6.0,6.0,2.0,1.0,3.0,4.0,S Barrott
04/11/2023,Stoke,Cardiff,0,0,D,1.0,7.0,1.0,0.0,1.0,3.0,O Langford
04/11/2023,Swansea,Sunderland,0,0,D,2.0,8.0,2.0,3.0,2.0,3.0,R Madley
04/11/2023,West Brom,Hull,3,1,H,1.0,2.0,1.0,1.0,5.0,4.0,A Kitchen
05/11/2023,Norwich,Blackburn,1,3,A,8.0,2.0,3.0,2.0,8.0,4.0,J Smith
07/11/2023,Rotherham,Ipswich,2,2,D,6.0,8.0,1.0,1.0,3.0,3.0,G Scott
10/11/2023,Blackburn,Preston,1,2,A,7.0,2.0,0.0,1.0,5.0,4.0,T Bramall
11/11/2023,Cardiff,Norwich,2,3,A,2.0,9.0,2.0,2.0,6.0,8.0,R Welch
11/11/2023,Coventry,Stoke,0,0,D,4.0,4.0,1.0,1.0,2.0,2.0,A Backhouse
11/11/2023,Hull,Huddersfield,1,0,H,9.0,1.0,2.0,3.0,5.0,1.0,M Donohue
11/11/2023,Ipswich,Swansea,3,2,H,6.0,2.0,2.0,1.0,9.0,4.0,S Gill
11/11/2023,Leeds,Plymouth,2,1,H,7.0,6.0,1.0,4.0,6.0,3.0,J Smith
11/11/2023,Middlesbrough,Leicester,1,0,H,3.0,4.0,4.0,3.0,6.0,4.0,O Langford
11/11/2023,QPR,Bristol City,0,0,D,5.0,2.0,2.0,2.0,0.0,2.0,G Eltringham
11/11/2023,Sheffield Weds,Millwall,0,4,A,8.0,4.0,2.0,2.0,2.0,6.0,G Ward
11/11/2023,Southampton,West Brom,2,1,H,3.0,10.0,3.0,0.0,3.0,2.0,T Nield
11/11/2023,Sunderland,Birmingham,3,1,H,10.0,5.0,2.0,2.0,6.0,7.0,D Whitestone
11/11/2023,Watford,Rotherham,5,0,H,7.0,2.0,2.0,1.0,8.0,2.0,S Martin
24/11/2023,Rotherham,Leeds,1,1,D,4.0,3.0,0.0,0.0,3.0,5.0,O Langford
25/11/2023,Birmingham,Sheffield Weds,2,1,H,6.0,6.0,1.0,0.0,4.0,4.0,R Welch
25/11/2023,Bristol City,Middlesbrough,3,2,H,3.0,8.0,2.0,2.0,8.0,4.0,J Busby
25/11/2023,Huddersfield,Southampton,1,1,D,2.0,7.0,4.0,1.0,2.0,4.0,D Webb
25/11/2023,Leicester,Watford,2,0,H,6.0,2.0,2.0,5.0,8.0,1.0,S Allison
25/11/2023,Millwall,Coventry,0,3,A,4.0,3.0,2.0,1.0,5.0,9.0,D England
25/11/2023,Norwich,QPR,1,0,H,4.0,7.0,4.0,4.0,1.0,3.0,S Martin
25/11/2023,Plymouth,Sunderland,2,0,H,4.0,14.0,4.0,1.0,2.0,5.0,J Bell
25/11/2023,Preston,Cardiff,1,2,A,6.0,13.0,3.0,1.0,2.0,8.0,R Madley
25/11/2023,Stoke,Blackburn,0,3,A,7.0,1.0,2.0,1.0,1.0,4.0,A Kitchen
25/11/2023,Swansea,Hull,2,2,D,2.0,1.0,0.0,2.0,4.0,9.0,D Whitestone
25/11/2023,West Brom,Ipswich,2,0,H,4.0,5.0,1.0,2.0,4.0,0.0,G Ward
28/11/2023,Cardiff,West Brom,0,1,A,6.0,3.0,1.0,2.0,1.0,1.0,J Smith
28/11/2023,Coventry,Plymouth,1,0,H,7.0,6.0,1.0,3.0,3.0,3.0,A Davies
28/11/2023,Hull,Rotherham,4,1,H,8.0,4.0,1.0,2.0,12.0,3.0,R Welch
28/11/2023,Middlesbrough,Preston,4,0,H,7.0,3.0,0.0,2.0,8.0,1.0,A Kitchen
28/11/2023,QPR,Stoke,4,2,H,13.0,7.0,2.0,5.0,9.0,4.0,J Linington
28/11/2023,Watford,Norwich,3,2,H,7.0,5.0,1.0,4.0,9.0,5.0,S Hooper
29/11/2023,Blackburn,Birmingham,4,2,H,8.0,9.0,4.0,2.0,6.0,6.0,L Doughty
29/11/2023,Ipswich,Millwall,3,1,H,4.0,2.0,2.0,3.0,7.0,3.0,T Bramall
29/11/2023,Leeds,Swansea,3,1,H,6.0,5.0,0.0,1.0,8.0,2.0,S Allison
29/11/2023,Sheffield Weds,Leicester,1,1,D,5.0,4.0,2.0,1.0,7.0,3.0,S Barrott
29/11/2023,Southampton,Bristol City,1,0,H,6.0,3.0,3.0,1.0,5.0,1.0,K Stroud
29/11/2023,Sunderland,Huddersfield,1,2,A,10.0,4.0,2.0,1.0,9.0,5.0,M Donohue
01/12/2023,Preston,QPR,0,2,A,6.0,4.0,1.0,1.0,1.0,5.0,J Smith
02/12/2023,Birmingham,Rotherham,0,0,D,4.0,6.0,1.0,3.0,4.0,4.0,A Davies
02/12/2023,Hull,Watford,1,2,A,8.0,2.0,1.0,2.0,7.0,4.0,J Busby
02/12/2023,Ipswich,Coventry,2,1,H,1.0,6.0,2.0,1.0,3.0,1.0,A Kitchen
02/12/2023,Leeds,Middlesbrough,3,2,H,6.0,3.0,2.0,5.0,9.0,5.0,D England
02/12/2023,Millwall,Sunderland,1,1,D,4.0,4.0,5.0,3.0,4.0,3.0,J Linington
02/12/2023,Plymouth,Stoke,2,1,H,7.0,8.0,1.0,2.0,8.0,4.0,S Barrott
02/12/2023,Sheffield Weds,Blackburn,3,1,H,3.0,7.0,2.0,1.0,8.0,5.0,D Webb
02/12/2023,Southampton,Cardiff,2,0,H,7.0,3.0,1.0,1.0,6.0,3.0,J Bell
02/12/2023,Swansea,Huddersfield,1,1,D,19.0,1.0,1.0,2.0,5.0,3.0,S Martin
02/12/2023,West Brom,Leicester,1,2,A,4.0,6.0,2.0,1.0,3.0,3.0,T Robinson
03/12/2023,Bristol City,Norwich,1,2,A,6.0,6.0,1.0,1.0,6.0,3.0,G Ward
08/12/2023,Coventry,Birmingham,2,0,H,6.0,7.0,0.0,5.0,8.0,6.0,S Allison
09/12/2023,Blackburn,Leeds,0,2,A,13.0,3.0,3.0,2.0,2.0,4.0,R Madley
09/12/2023,Cardiff,Millwall,1,0,H,4.0,2.0,1.0,2.0,3.0,3.0,A Kitchen
09/12/2023,Huddersfield,Bristol City,1,1,D,2.0,9.0,1.0,1.0,2.0,4.0,A Davies
09/12/2023,Leicester,Plymouth,4,0,H,5.0,8.0,0.0,3.0,7.0,5.0,S Gill
09/12/2023,Middlesbrough,Ipswich,0,2,A,5.0,3.0,1.0,3.0,1.0,3.0,D Whitestone
09/12/2023,Norwich,Preston,0,0,D,10.0,1.0,0.0,2.0,4.0,1.0,O Langford
09/12/2023,QPR,Hull,2,0,H,4.0,4.0,1.0,3.0,4.0,6.0,J Bell
09/12/2023,Rotherham,Swansea,1,2,A,6.0,11.0,2.0,3.0,3.0,9.0,J Smith
09/12/2023,Stoke,Sheffield Weds,0,1,A,4.0,5.0,3.0,4.0,4.0,2.0,D Coote
09/12/2023,Sunderland,West Brom,2,1,H,4.0,7.0,1.0,6.0,5.0,1.0,D Bond
09/12/2023,Watford,Southampton,1,1,D,7.0,3.0,3.0,4.0,4.0,3.0,G Eltringham
12/12/2023,Blackburn,Bristol City,2,1,H,3.0,4.0,4.0,1.0,3.0,5.0,J Linington
12/12/2023,Huddersfield,Preston,1,3,A,2.0,6.0,0.0,2.0,3.0,3.0,J Busby
12/12/2023,Rotherham,West Brom,0,2,A,1.0,2.0,0.0,1.0,2.0,2.0,S Barrott
12/12/2023,Stoke,Swansea,1,1,D,6.0,3.0,3.0,2.0,4.0,2.0,D Webb
12/12/2023,Sunderland,Leeds,1,0,H,6.0,3.0,1.0,3.0,3.0,4.0,D Whitestone
12/12/2023,Watford,Ipswich,1,2,A,6.0,4.0,2.0,4.0,3.0,6.0,D England
13/12/2023,Cardiff,Birmingham,0,1,A,4.0,3.0,1.0,2.0,4.0,5.0,S Martin
13/12/2023,Coventry,Southampton,1,1,D,3.0,9.0,0.0,3.0,4.0,3.0,B Toner
13/12/2023,Leicester,Millwall,3,2,H,9.0,3.0,2.0,4.0,6.0,6.0,K Stroud
13/12/2023,Middlesbrough,Hull,1,2,A,6.0,4.0,0.0,1.0,8.0,4.0,O Langford
13/12/2023,Norwich,Sheffield Weds,3,1,H,3.0,7.0,1.0,1.0,5.0,4.0,M Donohue
13/12/2023,QPR,Plymouth,0,0,D,6.0,1.0,2.0,3.0,10.0,2.0,T Harrington
16/12/2023,Bristol City,Sunderland,1,0,H,5.0,11.0,3.0,3.0,3.0,9.0,S Martin
16/12/2023,Hull,Cardiff,3,0,H,9.0,2.0,1.0,3.0,7.0,1.0,K Stroud
16/12/2023,Ipswich,Norwich,2,2,D,6.0,3.0,2.0,0.0,5.0,3.0,J Smith
16/12/2023,Leeds,Coventry,1,1,D,7.0,0.0,3.0,5.0,6.0,3.0,G Eltringham
16/12/2023,Millwall,Huddersfield,1,1,D,0.0,6.0,0.0,2.0,7.0,2.0,D Bond
16/12/2023,Plymouth,Rotherham,3,2,H,11.0,5.0,0.0,5.0,9.0,4.0,G Ward
16/12/2023,Preston,Watford,1,5,A,10.0,5.0,3.0,1.0,10.0,7.0,S Gill
16/12/2023,Sheffield Weds,QPR,2,1,H,8.0,3.0,5.0,4.0,3.0,2.0,A Davies
16/12/2023,Southampton,Blackburn,4,0,H,15.0,1.0,3.0,2.0,11.0,4.0,G Scott
16/12/2023,Swansea,Middlesbrough,1,2,A,4.0,4.0,2.0,3.0,3.0,4.0,M Donohue
17/12/2023,West Brom,Stoke,1,1,D,11.0,11.0,3.0,1.0,7.0,1.0,A Kitchen
18/12/2023,Birmingham,Leicester,2,3,A,3.0,2.0,0.0,1.0,5.0,5.0,D Webb
22/12/2023,Bristol City,Hull,3,2,H,7.0,6.0,2.0,3.0,5.0,4.0,B Toner
22/12/2023,Swansea,Preston,2,1,H,4.0,3.0,4.0,2.0,4.0,4.0,R Madley
23/12/2023,Blackburn,Watford,1,2,A,7.0,5.0,2.0,3.0,5.0,6.0,D Whitestone
23/12/2023,Leeds,Ipswich,4,0,H,5.0,0.0,1.0,4.0,4.0,0.0,S Martin
23/12/2023,Leicester,Rotherham,3,0,H,10.0,0.0,1.0,1.0,11.0,0.0,D Bond
23/12/2023,Middlesbrough,West Brom,1,0,H,2.0,10.0,1.0,2.0,4.0,2.0,J Linington
23/12/2023,Norwich,Huddersfield,2,0,H,12.0,2.0,1.0,1.0,8.0,1.0,T Kirk
23/12/2023,Plymouth,Birmingham,3,3,D,7.0,3.0,2.0,5.0,8.0,7.0,G Scott
23/12/2023,QPR,Southampton,0,1,A,7.0,5.0,1.0,3.0,2.0,4.0,O Langford
23/12/2023,Sheffield Weds,Cardiff,1,2,A,10.0,3.0,3.0,2.0,5.0,3.0,S Barrott
23/12/2023,Stoke,Millwall,0,0,D,7.0,1.0,1.0,3.0,3.0,1.0,G Eltringham
23/12/2023,Sunderland,Coventry,0,3,A,7.0,7.0,3.0,2.0,6.0,5.0,M Donohue
26/12/2023,Birmingham,Stoke,1,3,A,5.0,3.0,2.0,3.0,5.0,5.0,R Madley
26/12/2023,Cardiff,Plymouth,2,2,D,7.0,3.0,0.0,1.0,4.0,6.0,A Davies
26/12/2023,Coventry,Sheffield Weds,2,0,H,5.0,9.0,1.0,1.0,2.0,2.0,O Langford
26/12/2023,Huddersfield,Blackburn,3,0,H,6.0,4.0,1.0,4.0,6.0,1.0,D England
26/12/2023,Hull,Sunderland,0,1,A,3.0,7.0,1.0,1.0,6.0,3.0,S Gill
26/12/2023,Ipswich,Leicester,1,1,D,11.0,2.0,1.0,2.0,2.0,2.0,S Barrott
26/12/2023,Millwall,QPR,2,0,H,4.0,6.0,3.0,3.0,3.0,1.0,T Bramall
26/12/2023,Preston,Leeds,2,1,H,5.0,6.0,5.0,1.0,4.0,2.0,J Smith
26/12/2023,Rotherham,Middlesbrough,1,0,H,0.0,11.0,0.0,0.0,1.0,5.0,A Kitchen
26/12/2023,Southampton,Swansea,5,0,H,3.0,1.0,2.0,4.0,9.0,1.0,K Stroud
26/12/2023,Watford,Bristol City,1,4,A,6.0,6.0,1.0,0.0,5.0,5.0,J Busby
26/12/2023,West Brom,Norwich,1,0,H,12.0,4.0,0.0,0.0,3.0,3.0,J Bell
29/12/2023,Birmingham,Bristol City,0,0,D,1.0,6.0,0.0,0.0,1.0,0.0,G Eltringham
29/12/2023,Cardiff,Leicester,0,2,A,5.0,2.0,1.0,0.0,2.0,4.0,J Busby
29/12/2023,Coventry,Swansea,2,2,D,12.0,4.0,1.0,4.0,5.0,4.0,T Kirk
29/12/2023,Huddersfield,Middlesbrough,1,2,A,7.0,2.0,0.0,2.0,5.0,5.0,B Toner
29/12/2023,Hull,Blackburn,3,2,H,4.0,4.0,3.0,3.0,9.0,4.0,M Donohue
29/12/2023,Ipswich,QPR,0,0,D,5.0,9.0,3.0,2.0,5.0,2.0,D Webb
29/12/2023,Millwall,Norwich,1,0,H,5.0,3.0,4.0,5.0,5.0,3.0,D Whitestone
29/12/2023,Preston,Sheffield Weds,0,1,A,3.0,0.0,4.0,2.0,2.0,3.0,R Welch
29/12/2023,Rotherham,Sunderland,1,1,D,4.0,8.0,2.0,1.0,4.0,3.0,T Harrington
29/12/2023,Southampton,Plymouth,2,1,H,9.0,3.0,3.0,2.0,7.0,1.0,J Linington
29/12/2023,Watford,Stoke,1,1,D,5.0,4.0,4.0,1.0,6.0,4.0,S Oldham
29/12/2023,West Brom,Leeds,1,0,H,11.0,8.0,1.0,1.0,3.0,1.0,G Scott
01/01/2024,Blackburn,Rotherham,2,2,D,5.0,5.0,0.0,1.0,9.0,4.0,J Gillett
01/01/2024,Bristol City,Millwall,0,1,A,6.0,5.0,1.0,2.0,1.0,2.0,T Nield
01/01/2024,Leeds,Birmingham,3,0,H,6.0,3.0,0.0,2.0,11.0,1.0,K Stroud
01/01/2024,Leicester,Huddersfield,4,1,H,3.0,4.0,0.0,1.0,6.0,4.0,S Allison
01/01/2024,Middlesbrough,Coventry,1,3,A,12.0,9.0,2.0,2.0,7.0,8.0,D Webb
01/01/2024,Norwich,Southampton,1,1,D,1.0,12.0,5.0,0.0,2.0,4.0,D England
01/01/2024,Plymouth,Watford,3,3,D,9.0,5.0,2.0,3.0,11.0,5.0,R Madley
01/01/2024,QPR,Cardiff,1,2,A,1.0,6.0,2.0,5.0,3.0,5.0,A Kitchen
01/01/2024,Sheffield Weds,Hull,3,1,H,10.0,4.0,3.0,4.0,6.0,1.0,D Bond
01/01/2024,Stoke,Ipswich,0,0,D,8.0,5.0,1.0,2.0,4.0,2.0,J Bell
01/01/2024,Sunderland,Preston,2,0,H,2.0,3.0,0.0,1.0,4.0,3.0,O Langford
01/01/2024,Swansea,West Brom,1,0,H,3.0,5.0,2.0,0.0,4.0,5.0,A Davies
12/01/2024,Hull,Norwich,1,2,A,9.0,2.0,2.0,4.0,5.0,4.0,A Kitchen
13/01/2024,Birmingham,Swansea,2,2,D,5.0,5.0,5.0,3.0,6.0,3.0,M Donohue
13/01/2024,Cardiff,Leeds,0,3,A,5.0,4.0,1.0,1.0,1.0,7.0,O Langford
13/01/2024,Coventry,Leicester,3,1,H,7.0,1.0,5.0,3.0,6.0,4.0,D England
13/01/2024,Huddersfield,Plymouth,1,1,D,3.0,5.0,1.0,4.0,4.0,3.0,T Nield
13/01/2024,Ipswich,Sunderland,2,1,H,3.0,1.0,5.0,2.0,5.0,3.0,S Allison
13/01/2024,Millwall,Middlesbrough,1,3,A,5.0,4.0,3.0,1.0,5.0,6.0,A Davies
13/01/2024,Preston,Bristol City,2,0,H,8.0,6.0,1.0,2.0,7.0,6.0,S Barrott
13/01/2024,Rotherham,Stoke,0,1,A,3.0,6.0,2.0,3.0,0.0,3.0,K Stroud
13/01/2024,Southampton,Sheffield Weds,4,0,H,14.0,3.0,3.0,3.0,7.0,4.0,L Smith
13/01/2024,West Brom,Blackburn,4,1,H,6.0,3.0,2.0,0.0,8.0,3.0,S Martin
14/01/2024,QPR,Watford,1,2,A,8.0,4.0,3.0,3.0,7.0,2.0,S Hooper
19/01/2024,Sunderland,Hull,0,1,A,12.0,1.0,2.0,7.0,3.0,2.0,R Jones
20/01/2024,Blackburn,Huddersfield,1,1,D,7.0,3.0,1.0,2.0,4.0,3.0,J Linington
20/01/2024,Bristol City,Watford,1,1,D,7.0,8.0,1.0,2.0,6.0,2.0,A Kitchen
20/01/2024,Middlesbrough,Rotherham,1,1,D,13.0,2.0,1.0,3.0,3.0,2.0,D Bond
20/01/2024,Norwich,West Brom,2,0,H,2.0,6.0,1.0,2.0,6.0,3.0,S Gill
20/01/2024,Plymouth,Cardiff,3,1,H,5.0,5.0,4.0,2.0,5.0,3.0,M Dwyer
20/01/2024,QPR,Millwall,2,0,H,2.0,3.0,0.0,2.0,5.0,1.0,L Smith
20/01/2024,Sheffield Weds,Coventry,1,2,A,6.0,7.0,4.0,5.0,5.0,6.0,A Backhouse
20/01/2024,Stoke,Birmingham,1,2,A,13.0,2.0,2.0,0.0,5.0,5.0,S Barrott
20/01/2024,Swansea,Southampton,1,3,A,3.0,8.0,2.0,2.0,6.0,10.0,O Langford
21/01/2024,Leeds,Preston,2,1,H,9.0,3.0,4.0,6.0,6.0,2.0,D Webb
22/01/2024,Leicester,Ipswich,1,1,D,8.0,8.0,1.0,3.0,8.0,3.0,J Smith
24/01/2024,Leeds,Norwich,1,0,H,4.0,2.0,1.0,2.0,4.0,1.0,M Donohue
27/01/2024,Millwall,Preston,1,1,D,8.0,3.0,3.0,3.0,8.0,4.0,J Busby
27/01/2024,Sunderland,Stoke,3,1,H,3.0,6.0,1.0,3.0,5.0,4.0,A Davies
28/01/2024,QPR,Huddersfield,1,1,D,4.0,10.0,4.0,3.0,4.0,3.0,S Martin
30/01/2024,Coventry,Bristol City,2,2,D,1.0,5.0,1.0,2.0,4.0,5.0,L Doughty
30/01/2024,Leicester,Swansea,3,1,H,2.0,3.0,1.0,1.0,7.0,3.0,K Stroud
31/01/2024,Sheffield Weds,Watford,0,0,D,5.0,5.0,4.0,3.0,5.0,2.0,R Welch
02/02/2024,Bristol City,Leeds,0,1,A,2.0,4.0,1.0,0.0,1.0,6.0,S Martin
03/02/2024,Blackburn,QPR,1,2,A,4.0,10.0,2.0,3.0,6.0,4.0,G Eltringham
03/02/2024,Huddersfield,Sheffield Weds,4,0,H,7.0,8.0,3.0,1.0,6.0,3.0,M Donohue
03/02/2024,Hull,Millwall,1,0,H,4.0,4.0,3.0,2.0,2.0,1.0,A Backhouse
03/02/2024,Norwich,Coventry,2,1,H,5.0,2.0,2.0,1.0,5.0,5.0,G Ward
03/02/2024,Preston,Ipswich,3,2,H,6.0,3.0,0.0,0.0,3.0,9.0,G Scott
03/02/2024,Rotherham,Southampton,0,2,A,3.0,10.0,0.0,2.0,2.0,7.0,S Gill
03/02/2024,Stoke,Leicester,0,5,A,3.0,6.0,4.0,3.0,4.0,9.0,L Smith
03/02/2024,Swansea,Plymouth,0,1,A,8.0,2.0,2.0,3.0,4.0,3.0,S Allison
03/02/2024,Watford,Cardiff,0,1,A,10.0,2.0,3.0,3.0,6.0,2.0,J Busby
03/02/2024,West Brom,Birmingham,1,0,H,4.0,8.0,2.0,3.0,2.0,5.0,D Webb
04/02/2024,Middlesbrough,Sunderland,1,1,D,1.0,6.0,3.0,3.0,2.0,5.0,D England
09/02/2024,Sheffield Weds,Birmingham,2,0,H,1.0,7.0,3.0,1.0,3.0,4.0,A Davies
10/02/2024,Blackburn,Stoke,3,1,H,5.0,8.0,0.0,2.0,5.0,3.0,G Ward
10/02/2024,Cardiff,Preston,0,2,A,4.0,0.0,2.0,1.0,5.0,3.0,D Whitestone
10/02/2024,Hull,Swansea,0,1,A,2.0,4.0,1.0,3.0,3.0,5.0,G Eltringham
10/02/2024,Ipswich,West Brom,2,2,D,9.0,3.0,2.0,3.0,7.0,2.0,D Coote
10/02/2024,Leeds,Rotherham,3,0,H,5.0,3.0,0.0,2.0,6.0,2.0,A Madley
10/02/2024,Middlesbrough,Bristol City,1,2,A,7.0,1.0,1.0,0.0,6.0,7.0,S Allison
10/02/2024,QPR,Norwich,2,2,D,1.0,8.0,2.0,4.0,4.0,4.0,B Toner
10/02/2024,Southampton,Huddersfield,5,3,H,6.0,6.0,2.0,3.0,7.0,6.0,D Webb
10/02/2024,Sunderland,Plymouth,3,1,H,8.0,2.0,1.0,5.0,5.0,2.0,A Backhouse
10/02/2024,Watford,Leicester,1,2,A,8.0,1.0,2.0,3.0,3.0,3.0,O Langford
11/02/2024,Coventry,Millwall,2,1,H,8.0,3.0,0.0,1.0,5.0,4.0,A Kitchen
13/02/2024,Birmingham,Blackburn,1,0,H,6.0,4.0,2.0,3.0,3.0,3.0,T Kirk
13/02/2024,Bristol City,Southampton,3,1,H,6.0,5.0,2.0,2.0,4.0,4.0,M Donohue
13/02/2024,Leicester,Sheffield Weds,2,0,H,4.0,7.0,1.0,2.0,3.0,4.0,T Nield
13/02/2024,Norwich,Watford,4,2,H,4.0,4.0,3.0,2.0,6.0,3.0,S Attwell
13/02/2024,Rotherham,Hull,1,2,A,4.0,9.0,2.0,1.0,6.0,8.0,L Doughty
13/02/2024,Swansea,Leeds,0,4,A,5.0,2.0,3.0,1.0,1.0,8.0,D Webb
13/02/2024,West Brom,Cardiff,2,0,H,4.0,4.0,1.0,2.0,3.0,1.0,R Welch
14/02/2024,Huddersfield,Sunderland,1,0,H,6.0,10.0,2.0,4.0,6.0,5.0,G Ward
14/02/2024,Millwall,Ipswich,0,4,A,9.0,5.0,3.0,1.0,4.0,4.0,S Barrott
14/02/2024,Plymouth,Coventry,2,2,D,1.0,9.0,1.0,3.0,4.0,7.0,K Stroud
14/02/2024,Preston,Middlesbrough,2,1,H,2.0,7.0,2.0,1.0,3.0,4.0,T Harrington
14/02/2024,Stoke,QPR,1,0,H,5.0,7.0,0.0,1.0,5.0,1.0,A Kitchen
16/02/2024,West Brom,Southampton,0,2,A,6.0,9.0,2.0,1.0,2.0,4.0,S Allison
17/02/2024,Birmingham,Sunderland,2,1,H,5.0,5.0,4.0,4.0,5.0,4.0,S Martin
17/02/2024,Bristol City,QPR,0,1,A,4.0,2.0,0.0,1.0,2.0,7.0,S Barrott
17/02/2024,Huddersfield,Hull,1,2,A,11.0,3.0,3.0,1.0,3.0,3.0,R Welch
17/02/2024,Leicester,Middlesbrough,1,2,A,12.0,4.0,1.0,4.0,2.0,2.0,C Kavanagh
17/02/2024,Millwall,Sheffield Weds,0,2,A,5.0,5.0,3.0,1.0,3.0,2.0,G Eltringham
17/02/2024,Norwich,Cardiff,4,1,H,8.0,0.0,0.0,3.0,8.0,3.0,D Bond
17/02/2024,Plymouth,Leeds,0,2,A,4.0,0.0,2.0,1.0,1.0,2.0,M Donohue
17/02/2024,Preston,Blackburn,2,2,D,7.0,3.0,0.0,0.0,8.0,3.0,D Webb
17/02/2024,Rotherham,Watford,0,1,A,7.0,6.0,2.0,1.0,1.0,1.0,A Kitchen
17/02/2024,Stoke,Coventry,0,1,A,5.0,4.0,2.0,1.0,1.0,3.0,J Bell
